id_unik,prompt,versjon,id,k_kode,land,verdikjedeledd,pastand,type,tall,enhet,aar,kilde_url,utgiver,publisert,lokator,sitat,kildetype,sikkerhet,kommentar,kildefil
A:P3-015,P3,A,P3-015,K1|K2,Sverige,Manuelle salgsrutiner,Beskrivelsen dokumenterer IT-avhengighet; den påviser ikke at butikkansatte manglet manuelle ferdigheter.,tolkning,,,2021,https://www.truesec.com/cases/back-in-business-after-the-largest-ransomware-attack-of-all-time,Truesec,u.å.; lest 2026-09-15,Avsnitt om berørte systemer og teknisk gjenoppretting,all payment management within the stores,leverandørens egenbeskrivelse,middels,Manuell reservedrift er ikke evaluert i denne kilden.,P3-A-kriser.md
A:P3-016,P3,A,P3-016,K1|K2,Finland,Melkeproduksjon og levering,Modellen estimerte 4.59 prosent lavere månedlig melkemengde i gruppen med over 72 timers samlet strømbrudd.,tall,4.59,prosent lavere månedlig melkemengde,2010–2015,https://link.springer.com/article/10.1007/s11069-020-04240-0,Huitu; Kaustell; Pastell; Natural Hazards/Springer Nature,2020-09-01,§2.2 Statistical analysis; §3.1 Results,4.59 ± 2.72 at 95% confidence level,forskning/registerbasert analyse,høy,Mot før-måneden; 95-prosentusikkerhet ±2.72 prosentpoeng. Ikke nasjonal nedgang.,P3-A-kriser.md
A:P3-017,P3,A,P3-017,K1|K2,Finland,Drift under strømbrudd,Studien isolerte ikke ferdighetenes bidrag til melketap eller gjenoppretting.,tolkning,,,2010–2015,https://link.springer.com/article/10.1007/s11069-020-04240-0,Huitu; Kaustell; Pastell; Natural Hazards/Springer Nature,2020-09-01,§2.2 og §4 Discussion and conclusions,Farms differ in their equipment and general preparedness,forskning/registerbasert analyse,høy,Metoden grupperer samlet månedlig avbruddstid; ikke nødvendigvis ett sammenhengende brudd.,P3-A-kriser.md
A:P3-018,P3,A,P3-018,K2,Island,Importfinansiering og matimport,Bankkollaps og valutamangel gjorde betaling av utenlandske matleverandører vanskelig i 2008.,historisk_hendelse,,,2008,https://ejournals.is/index.php/irpa/article/view/b.2011.7.2.1/pdf_217,Bailes og Jóhannsson; Stjórnmál & stjórnsýsla,2011,s. 496 og 499; finansielle faktorer og bankkollaps,companies could not pay foreign suppliers,forskning; hendelsesomtale bygger på mediekilder,middels,Retrospektiv forskning; 2008-omtalen bygger på mediekilder.,P3-A-kriser.md
A:P3-019,P3,A,P3-019,K2|K3,Island,Import og risikoforståelse,Artikkelen beskriver risiko for full importstans; full nasjonal matimportstans dokumenteres ikke.,tolkning,,,2008,https://ejournals.is/index.php/irpa/article/view/b.2011.7.2.1/pdf_217,Bailes og Jóhannsson; Stjórnmál & stjórnsýsla,2011,s. 499; avsnitt om bankkollapsen,it looked as if all food importation would cease,forskning; hendelsesomtale bygger på mediekilder,høy,Håndteringens kompetansebidrag er ikke dokumentert.,P3-A-kriser.md
A:P3-020,P3,A,P3-020,K2,Finland,Drivstoff og kritisk transport,Drivstoff ble delvis unntatt fra streik 26. mars for å opprettholde kritisk transport.,historisk_hendelse,,,2024,https://www.huoltovarmuuskeskus.fi/en/a/impact-of-the-ongoing-industrial-action-on-security-of-supply-assessment-5-april-2024,Huoltovarmuuskeskus/National Emergency Supply Agency,2024-04-11,Andre og tredje hovedavsnitt,ensuring the availability of fuel for critical transport operations,offentlig situasjonsvurdering,høy,Samtidig myndighetsbeskrivelse.,P3-A-kriser.md
A:P3-021,P3,A,P3-021,K2,Finland,Mat- og dagligvareforsyning,NESA ventet per 5. april ingen umiddelbar virkning på tilgangen til mat og dagligvarer.,evaluering,,,2024,https://www.huoltovarmuuskeskus.fi/en/a/impact-of-the-ongoing-industrial-action-on-security-of-supply-assessment-5-april-2024,Huoltovarmuuskeskus/National Emergency Supply Agency,2024-04-11,Fjerde hovedavsnitt,not expected to have any immediate impacts,offentlig situasjonsvurdering,høy,Situasjonsvurdering per 5. april; publisert 11. april. Ikke sluttevaluering.,P3-A-kriser.md
A:P3-022,P3,A,P3-022,K1|K2,Storbritannia,Varetransport og kvalifisering,Transportkomiteen fant sjåførmangel og etterslep i testing/lisenser; pandemien forverret et eldre bemanningsproblem.,evaluering,,,2021–2022,https://committees.parliament.uk/publications/22476/documents/166461/default/,House of Commons Transport Committee,2022-06-01,Avsnitt 6–9 og 18; s. 7–8 og 11,significant testing and licensing backlogs,offentlig parlamentarisk gransking,høy,Parlamentarisk gransking; flere årsaksfaktorer.,P3-A-kriser.md
A:P3-023,P3,A,P3-023,K2,Storbritannia,Føreropplæring og transportregulering,Førertestregler ble endret i november 2021; kjøretidsregler ble midlertidig lettet i juli 2021–februar 2022.,historisk_hendelse,,,2021–2022,https://committees.parliament.uk/publications/22476/documents/166461/default/,House of Commons Transport Committee,2022-06-01,Avsnitt 11–13; s. 8–9,expand HGV driver testing capacity,offentlig parlamentarisk gransking,høy,Tiltak er dokumentert; deres isolerte effekt er ikke fastslått.,P3-A-kriser.md
A:P3-024,P3,A,P3-024,K1,Storbritannia,Slakting og svineproduksjon,Granskingen knyttet oppstuving og avliving av gris til mangel på dyktige slaktere; også markedsforhold bidro.,evaluering,,,2021–2022,https://committees.parliament.uk/publications/9580/documents/162177/default/,House of Commons Environment Food and Rural Affairs Committee,2022-04-06,Avsnitt 13–15; s. 10–11,a lack of skilled butchers,offentlig parlamentarisk gransking,høy,Bransje- og veterinærbevis; ikke et kontrollert årsaksestimat.,P3-A-kriser.md
A:P3-025,P3,A,P3-025,K1|K2,Storbritannia,Rekruttering til kjøttforedling,Av 800 tilbudte slaktervisum ble 115 utstedt; NPA kritiserte operatørenes spesialisering og komiteen sen gjennomføring.,tall,115,utstedte slaktervisum av 800 tilgjengelige,2021–2022,https://committees.parliament.uk/publications/9580/documents/162177/default/,House of Commons Environment Food and Rural Affairs Committee,2022-04-06,Avsnitt 28–31; Table 2; s. 16–17,none of whom were specialists in recruiting butchers,offentlig parlamentarisk gransking,høy,Utstedt visum er ikke dokumentert tiltredelse.,P3-A-kriser.md
A:P3-026,P3,A,P3-026,K1|K3,New Zealand,Nødbespisning og mattrygghet,Evalueringen identifiserte manglende mattrygghetskunnskap hos ikke-fagfolk som lagde mat på evakueringssentre.,evaluering,,,2011,https://pmc.ncbi.nlm.nih.gov/articles/PMC3729075/,Sally Johnston; New Zealand Ministry for Primary Industries; WHO/WPSAR,2012-06-30,The 2011 Christchurch earthquake > Context; punkt 5,not aware of food safety requirements,myndighetsforfatter/faglig erfaringsevaluering,middels,Erfaringsevaluering fra myndighetsaktør; ikke uavhengig gransking.,P3-A-kriser.md
A:P3-027,P3,A,P3-027,K1|K2|K3,New Zealand,Tilsyn og risikokommunikasjon,I 2011 ble 2010-sjekklister gjenbrukt; papirråd ble fordelt via butikker for å nå strømløse husholdninger.,historisk_hendelse,,,2010–2011,https://pmc.ncbi.nlm.nih.gov/articles/PMC3729075/,Sally Johnston; New Zealand Ministry for Primary Industries; WHO/WPSAR,2012-06-30,The 2011 Christchurch earthquake > Action; punkt 1–2,checklists and principles developed in the first response,myndighetsforfatter/faglig erfaringsevaluering,høy,Dokumentert læring og kommunikasjon; ingen isolert effektmåling.,P3-A-kriser.md
A:P3-028,P3,A,P3-028,K4,New Zealand,Husholdninger og drikkevann,Erfaringer fra 2010 bidro til feilaktig forventning om at vannet også var trygt i 2011.,evaluering,,,2011,https://pmc.ncbi.nlm.nih.gov/articles/PMC3729075/,Sally Johnston; New Zealand Ministry for Primary Industries; WHO/WPSAR,2012-06-30,Discussion; avsnitt om forventninger etter 2010-skjelvet,an expectation that water would be safe,myndighetsforfatter/faglig erfaringsevaluering,middels,Forfatterens erfaringsbaserte forklaring; ingen representativ husholdningsmåling.,P3-A-kriser.md
A:P3-029,P3,A,P3-029,K1|K2,Storbritannia,Tilgang til yrkeskompetanse,Tilgjengelig kompetanse avhenger også av arbeidsvilkår og om utdannede personer blir i yrket.,tolkning,,,2021–2022,https://committees.parliament.uk/publications/22476/documents/166461/default/,House of Commons Transport Committee,2022-06-01,Avsnitt 9 og 24–28; s. 8 og 13–14,the retention rate for those who become drivers is low,offentlig parlamentarisk gransking,middels,Syntese; ikke et eget kvantifisert kompetanseestimat.,P3-A-kriser.md
A:P3-030,P3,A,P3-030,K2,Finland,Koordinering mellom virksomheter,Institusjonell kompetanse kan virke gjennom samarbeid mellom virksomheter; dette er noe annet enn individuell fagferdighet.,tolkning,,,2024,https://www.huoltovarmuuskeskus.fi/en/a/impact-of-the-ongoing-industrial-action-on-security-of-supply-assessment-5-april-2024,Huoltovarmuuskeskus/National Emergency Supply Agency,2024-04-11,Close and effective cooperation; første avsnitt,"cooperation between authorities, companies",offentlig situasjonsvurdering,middels,Tolkning av NESA-vurderingen; ikke kausalt effektbevis.,P3-A-kriser.md
B:P3-001,P3,B,P3-001,K1,Norge,Frukt- og grøntproduksjon,Studien beskriver at arbeidskraftbehovet ikke ble dekket fullt ut gjennom innenlandsk rekruttering under pandemien.,evaluering,,,2020–2021,https://www.ijsaf.org/index.php/ijsaf/article/download/571/420,Bjørkhaug og Brobakk; International Journal of Sociology of Agriculture and Food,2024-12-15,s. 84–85; avsnitt om arbeidskraft og rekruttering,labour demands were not met,forskning/dokumentanalyse,middels,Viser arbeidskraftgap; ikke direkte ferdighetsmåling.,P3-B-kriser.md
B:P3-002,P3,B,P3-002,K1,Norge,Frukt- og grøntproduksjon,Bønder hevdet at norske erstattere manglet erfaring og ekspertise sammenliknet med tilbakevendende migrantarbeidere.,fakta,,,2020,https://www.ijsaf.org/index.php/ijsaf/article/download/571/420,Bjørkhaug og Brobakk; International Journal of Sociology of Agriculture and Food,2024-12-15,s. 84; avsnitt om norske erstatningsarbeidere,lacked the expertise and experience,forskning/dokumentanalyse,middels,Dokumentert arbeidsgiverutsagn; studien ferdighetstester ikke gruppene.,P3-B-kriser.md
B:P3-003,P3,B,P3-003,K2,Norge,Rekruttering og innreise,Permitterte kunne beholde dagpenger samtidig som de tok jordbruksarbeid; senere ble innreiseunntak brukt for sesongarbeidere.,historisk_hendelse,,,2020–2021,https://www.ijsaf.org/index.php/ijsaf/article/download/571/420,Bjørkhaug og Brobakk; International Journal of Sociology of Agriculture and Food,2024-12-15,s. 84–85; beskrivelse av myndighetstiltak,maintain their unemployment benefits,forskning/dokumentanalyse,høy,"Dokumenterer institusjonell håndtering, ikke isolert effekt.",P3-B-kriser.md
B:P3-004,P3,B,P3-004,K1,Norge,Sjømatforedling; bunnfisk,Retrospektiv forskning identifiserer bunnfiskforedling som særlig sårbar for stengte grenser fordi anleggene var sterkt avhengige av utenlandsk arbeidskraft.,evaluering,,,2020–2021,https://doi.org/10.1080/08920753.2026.2713824,Thorvaldsen mfl.; Coastal Management / Taylor & Francis,2026-08-05,publisher-indeksert sammendrag/tekstutdrag om closed borders,rely heavily on foreign workers,forskning/retrospektiv studie,middels,Arbeidskraftavhengighet er dokumentert; spesifikk ferdighetsmangel og produksjonstap er ikke isolert.,P3-B-kriser.md
B:P3-005,P3,B,P3-005,K1|K2,Danmark,Slakting og kjøttforedling,Covid-utbruddet i Ringsted reduserte tilgjengelig bemanning; Danish Crown flyttet produksjon til andre anlegg.,historisk_hendelse,,,2020,https://onlinelibrary.wiley.com/doi/10.1111/soru.12443,Kuns mfl.; Sociologia Ruralis / Wiley,2023-06-10,seksjonen om hvordan disease outbreaks ble håndtert,swiftly shift production to other facilities,forskning/eksplorativ studie,middels,Bemanningsfravær er dokumentert; mangel på ferdigheter er ikke påvist.,P3-B-kriser.md
B:P3-006,P3,B,P3-006,K1|K2,Finland,Skolemåltider og storkjøkken,"Finske skolekjøkken la om produksjon og distribusjon for elever i fjernundervisning, blant annet med tilberedte nedkjølte/fryste måltider.",historisk_hendelse,,,2020,https://www.frontiersin.org/journals/sustainable-food-systems/articles/10.3389/fsufs.2021.750598/full,Ala-Karvia mfl.; Frontiers in Sustainable Food Systems,2022-01-03,Results > Finland; Tuusula-caset,"cooked, chilled",forskning/kvalitativ casestudie,middels,"Dokumenterer praktisk omstilling, men ikke isolert kompetanseeffekt.",P3-B-kriser.md
B:P3-007,P3,B,P3-007,K1|K2,Sverige,Skolemåltider og storkjøkken,Svenske caser brukte omdisponering og rekruttering av restaurantfagfolk når det oppstod bemanningsmangel.,evaluering,,,2020–2021,https://www.frontiersin.org/journals/sustainable-food-systems/articles/10.3389/fsufs.2021.750598/full,Ala-Karvia mfl.; Frontiers in Sustainable Food Systems,2022-01-03,Results > Sweden; løsninger ved staff shortage,hiring professionals from the private restaurant industry,forskning/kvalitativ casestudie,middels,Tydelig bruk av relevant fagkompetanse; ingen kontrafaktisk effektmåling.,P3-B-kriser.md
B:P3-008,P3,B,P3-008,K4,Danmark,Husholdningenes matinnkjøp,Respondenter rapporterte færre handleturer under den første covid-nedstengingen.,evaluering,,,2020,https://www.frontiersin.org/journals/nutrition/articles/10.3389/fnut.2021.635859/full,Janssen mfl.; Frontiers in Nutrition,2021-03-08,Abstract og Results,shopped less frequently during lockdown,forskning/tverrsnittsundersøkelse,middels,"Atferd er selvrapportert; studien inkluderer flere land, herunder Danmark.",P3-B-kriser.md
B:P3-009,P3,B,P3-009,K4,Danmark,Husholdningskompetanse,"Studien dokumenterer atferdsendring, men gir ikke en ferdighetstest av matlaging, lagring eller konservering.",tolkning,,,2020,https://www.frontiersin.org/journals/nutrition/articles/10.3389/fnut.2021.635859/full,Janssen mfl.; Frontiers in Nutrition,2021-03-08,Materials and Methods,cross-sectional online survey,forskning/tverrsnittsundersøkelse,høy,Avgrensning av hva studiedesignet kan dokumentere.,P3-B-kriser.md
B:P3-010,P3,B,P3-010,K1|K2,Finland,Fôrproduksjon og import,Russiske leveranser av sentrale proteinråvarer til finsk fôrproduksjon opphørte tidlig i mars 2022.,historisk_hendelse,,,2022,https://www.luke.fi/en/news/exceptionally-high-pressure-to-raise-the-price-of-food,Natural Resources Institute Finland (Luke),2022-07-04,seksjonen Cereal prices soaring,imports from Russia ceased completely,offentlig forskningsinstitutt/markedsanalyse,høy,"Dokumenterer råvaresjokk, ikke kompetanseffekt.",P3-B-kriser.md
B:P3-011,P3,B,P3-011,K1|K2,Finland,Korn og fôr,Den dårlige finske høsten i 2021 var allerede en medvirkende faktor til den stramme korn- og fôrsituasjonen da krigen startet.,fakta,,,2021–2022,https://www.luke.fi/en/news/exceptionally-high-pressure-to-raise-the-price-of-food,Natural Resources Institute Finland (Luke),2022-07-04,innledning og seksjonen om kornmarkedet,poor harvest in 2021,offentlig forskningsinstitutt/markedsanalyse,høy,Viktig for å unngå å tilskrive all knapphet til krigen.,P3-B-kriser.md
B:P3-012,P3,B,P3-012,K1|K2,Norge/Europa,Gjødselproduksjon,Yara reduserte europeisk ammoniakkproduksjon på grunn av høye gasspriser og beskrev importert ammoniakk som alternativ der dette var gjennomførbart.,historisk_hendelse,35,prosent omtrent europeisk ammoniakk-kapasitetsutnyttelse varslet,2022,https://www.yara.com/corporate-releases/yara-implements-further-production-curtailments-in-europe/,Yara International,2022-08-25,pressemeldingen; første og andre avsnitt,using imported ammonia when feasible,selskapsmelding/primær aktørkilde,høy,Handling og kapasitetsnivå er aktørens egne opplysninger; effekten på matproduksjon er ikke evaluert.,P3-B-kriser.md
B:P3-013,P3,B,P3-013,K1|K2,Sverige,Dagligvaresalg og betaling,Truesec oppgir at rundt 700 av Coops rundt 800 butikker måtte stenge etter cyberangrepet i juli 2021.,historisk_hendelse,700,butikker; om lag,2021,https://www.truesec.com/cases/back-in-business-after-the-largest-ransomware-attack-of-all-time,Truesec,u.å.; lest 2026-09-15,caseinnledning; avsnitt om nationwide lockdown,close around 700 of its 800 stores,involvert leverandørs egenbeskrivelse,middels,Ikke en uavhengig gransking.,P3-B-kriser.md
B:P3-014,P3,B,P3-014,K2,Sverige,IT-gjenoppretting,Truesec beskriver automatisert reinstallasjon som del av gjenopprettingen av butikkmiljøene.,fakta,,,2021,https://www.truesec.com/cases/back-in-business-after-the-largest-ransomware-attack-of-all-time,Truesec,u.å.; lest 2026-09-15,Incident and Crisis Management,automating the re-installation,involvert leverandørs egenbeskrivelse,middels,Dokumenterer teknisk håndtering fra leverandørens perspektiv.,P3-B-kriser.md
B:P3-015,P3,B,P3-015,K1|K2,Sverige,Manuell butikkdrift,"Den tilgjengelige casebeskrivelsen viser IT-avhengighet, men dokumenterer ikke at ansatte manglet kompetanse i manuelle salgsrutiner.",tolkning,,,2021,https://www.truesec.com/cases/back-in-business-after-the-largest-ransomware-attack-of-all-time,Truesec,u.å.; lest 2026-09-15,beskrivelse av berørte butikk- og betalingssystemer,all payment management within the stores,involvert leverandørs egenbeskrivelse,høy,Offentlig/uavhengig evaluering av manuelle rutiner: ikke funnet i avgrenset søk.,P3-B-kriser.md
B:P3-016,P3,B,P3-016,K1|K2,Finland,Melkeproduksjon,"Registeranalysen fant om lag 4,6 prosent lavere månedlig melkeproduksjon i gruppen med de lengste strømavbruddene.",tall,4.59,prosent lavere månedlig melkeproduksjon,2010–2015,https://link.springer.com/article/10.1007/s11069-020-04240-0,"Huitu, Kaustell og Pastell; Natural Hazards / Springer Nature",2020-09-01,§2.2 Statistical analysis og §3.1 Results,4.59 ± 2.72,forskning/registerbasert analyse,høy,Ikke et nasjonalt produksjonsfall; estimatet gjelder studiens eksponeringsgruppe.,P3-B-kriser.md
B:P3-017,P3,B,P3-017,K1|K2,Finland,Drift under strømbrudd,Studien isolerer ikke bøndenes ferdigheter fra utstyr og øvrig gårdsberedskap som forklaring på produksjonsutfallet.,tolkning,,,2010–2015,https://link.springer.com/article/10.1007/s11069-020-04240-0,"Huitu, Kaustell og Pastell; Natural Hazards / Springer Nature",2020-09-01,Discussion and conclusions,Farms differ in their equipment and general preparedness,forskning/registerbasert analyse,høy,Derfor kan resultatet ikke brukes som et kompetanseestimat.,P3-B-kriser.md
B:P3-018,P3,B,P3-018,K2,Island,Importfinansiering og matimport,Bankkollapsen i 2008 skapte valutamangel og problemer med å betale utenlandske matleverandører.,historisk_hendelse,,,2008,https://ejournals.is/index.php/irpa/article/view/b.2011.7.2.1/pdf_217,Alyson J.K. Bailes og Orri Jóhannsson; Stjórnmál & stjórnsýsla,2011,s. 499; avsnitt om bankkollapsen,companies could not pay foreign suppliers,forskning/retrospektiv hendelsesomtale,middels,Hendelsesbeskrivelsen bygger delvis på samtidige mediekilder.,P3-B-kriser.md
B:P3-019,P3,B,P3-019,K2|K3,Island,Matimport,"Artikkelen beskriver frykt for full stans i matimport, men dokumenterer ikke at all matimport faktisk opphørte.",tolkning,,,2008,https://ejournals.is/index.php/irpa/article/view/b.2011.7.2.1/pdf_217,Alyson J.K. Bailes og Orri Jóhannsson; Stjórnmál & stjórnsýsla,2011,s. 499,all food importation would cease,forskning/retrospektiv hendelsesomtale,høy,Skiller eksplisitt risiko/forventning fra dokumentert resultat.,P3-B-kriser.md
B:P3-020,P3,B,P3-020,K2,Finland,Drivstoff og kritisk transport,Under streikene i 2024 ble drivstoff delvis unntatt for å understøtte kritisk transport.,historisk_hendelse,,,2024,https://www.huoltovarmuuskeskus.fi/en/a/impact-of-the-ongoing-industrial-action-on-security-of-supply-assessment-5-april-2024,National Emergency Supply Agency / Huoltovarmuuskeskus,2024-04-11,avsnitt om fuel distribution og unntak,critical transport operations,offentlig situasjonsvurdering,høy,"Samtidig myndighetsbeskrivelse, ikke sluttevaluering.",P3-B-kriser.md
B:P3-021,P3,B,P3-021,K2,Finland,Mat- og dagligvareforsyning,NESA vurderte per 5. april 2024 at streiken ikke var ventet å få umiddelbare virkninger på tilgangen til mat og dagligvarer.,evaluering,,,2024,https://www.huoltovarmuuskeskus.fi/en/a/impact-of-the-ongoing-industrial-action-on-security-of-supply-assessment-5-april-2024,National Emergency Supply Agency / Huoltovarmuuskeskus,2024-04-11,avsnitt om food and grocery supply,not expected to have any immediate impacts,offentlig situasjonsvurdering,høy,"Fremoverskuende vurdering på et gitt tidspunkt, ikke bevis for hva koordineringen kausalt forhindret.",P3-B-kriser.md
B:P3-022,P3,B,P3-022,K2,Finland,Institusjonell koordinering,Myndighetskilden beskriver samarbeid mellom offentlige og private aktører som del av håndteringen.,tolkning,,,2024,https://www.huoltovarmuuskeskus.fi/en/a/impact-of-the-ongoing-industrial-action-on-security-of-supply-assessment-5-april-2024,National Emergency Supply Agency / Huoltovarmuuskeskus,2024-04-11,seksjonen om close and effective cooperation,"cooperation between authorities, companies",offentlig situasjonsvurdering,middels,K2-tolkning; ingen isolert effektmåling.,P3-B-kriser.md
B:P3-023,P3,B,P3-023,K1|K2,Storbritannia,Veitransport,Transportkomiteen fant at sjåførmangelen ble forsterket av betydelige etterslep i førertesting og lisensiering.,evaluering,,,2021–2022,https://committees.parliament.uk/publications/22476/documents/166461/default/,House of Commons Transport Committee,2022-06-01,Road freight supply chain; avsnitt om testing and licensing backlogs,significant testing and licensing backlogs,offentlig parlamentarisk gransking,høy,Flere årsaker til sjåførmangelen ble identifisert.,P3-B-kriser.md
B:P3-024,P3,B,P3-024,K2,Storbritannia,Førerkvalifisering og transportregulering,"Testreglene ble endret for å øke kapasiteten, og midlertidige lettelser i førernes arbeidstidsregler ble brukt.",historisk_hendelse,,,2021–2022,https://committees.parliament.uk/publications/22476/documents/166461/default/,House of Commons Transport Committee,2022-06-01,avsnitt om testing og drivers' hours,expand HGV driver testing capacity,offentlig parlamentarisk gransking,høy,Tiltakene er dokumentert; isolert effekt av hvert tiltak er ikke etablert.,P3-B-kriser.md
B:P3-025,P3,B,P3-025,K1|K2,Storbritannia,Tilgang på yrkessjåfører,Granskingen viser at lav retensjon var del av tilgjengelighetsproblemet; utdannet kompetanse var derfor ikke synonymt med tilgjengelig arbeidskraft.,tolkning,,,2021–2022,https://committees.parliament.uk/publications/22476/documents/166461/default/,House of Commons Transport Committee,2022-06-01,avsnitt om recruitment and retention,retention rate ... is low,offentlig parlamentarisk gransking,middels,Syntese av arbeidsmarkeds- og kompetansesiden.,P3-B-kriser.md
B:P3-026,P3,B,P3-026,K1,Storbritannia,Slakting og svineproduksjon,Parlamentets gransking identifiserte mangel på kvalifiserte slaktere som en begrensning på kjøttforedlingskapasiteten.,evaluering,,,2021–2022,https://committees.parliament.uk/publications/9580/documents/162177/default/,"House of Commons Environment, Food and Rural Affairs Committee",2022-04-06,Labour shortages in the food and farming sector; avsnitt om pig sector,a lack of skilled butchers,offentlig parlamentarisk gransking,høy,Andre markedsforhold bidro også; ikke et enkeltfaktor-estimat.,P3-B-kriser.md
B:P3-027,P3,B,P3-027,K1|K2,Storbritannia,Rekruttering til kjøttforedling,Av 800 tilgjengelige midlertidige slaktervisum ble 115 utstedt; bransjen kritiserte også manglende spesialisering hos rekrutteringsaktører.,tall,115,utstedte visum av 800 tilgjengelige,2021–2022,https://committees.parliament.uk/publications/9580/documents/162177/default/,"House of Commons Environment, Food and Rural Affairs Committee",2022-04-06,avsnitt om temporary visa scheme og rekruttering,specialists in recruiting butchers,offentlig parlamentarisk gransking,høy,Utstedt visum er ikke det samme som dokumentert tiltredelse i jobb; rekrutteringskritikken er bransjebevis gjengitt i granskingen.,P3-B-kriser.md
B:P3-028,P3,B,P3-028,K1|K3,New Zealand,Nødbespisning og mattrygghet,Etter Christchurch-skjelvet ble mat laget ved velferdssentre av personer som ikke vanligvis arbeidet i matbransjen og kunne mangle kjennskap til mattrygghetskrav.,evaluering,,,2011,https://pmc.ncbi.nlm.nih.gov/articles/PMC3729075/,Sally Johnston; New Zealand Ministry for Primary Industries / Western Pacific Surveillance and Response Journal,2012-06-30,2011 Christchurch earthquake; risk assessment/context,not aware of food safety requirements,myndighetsforfatter/faglig erfaringsevaluering,middels,"Direkte kompetanseproblem, men ikke en uavhengig gransking.",P3-B-kriser.md
B:P3-029,P3,B,P3-029,K1|K2|K3,New Zealand,Mattrygghetsberedskap og kommunikasjon,Ved skjelvet i 2011 kunne myndighetene gjenbruke sjekklister og prinsipper utviklet under responsen i 2010.,historisk_hendelse,,,2010–2011,https://pmc.ncbi.nlm.nih.gov/articles/PMC3729075/,Sally Johnston; New Zealand Ministry for Primary Industries / Western Pacific Surveillance and Response Journal,2012-06-30,2011 Christchurch earthquake; Action,checklists and principles developed in the first response,myndighetsforfatter/faglig erfaringsevaluering,høy,Konkret eksempel på institusjonell læring; hindret sykdomsbyrde er ikke kausalt tallfestet.,P3-B-kriser.md
B:P3-030,P3,B,P3-030,K4,New Zealand,Husholdninger og drikkevann,Erfaringen fra 2010 bidro ifølge evalueringen til en forventning om at vann også ville være trygt etter 2011-skjelvet.,evaluering,,,2011,https://pmc.ncbi.nlm.nih.gov/articles/PMC3729075/,Sally Johnston; New Zealand Ministry for Primary Industries / Western Pacific Surveillance and Response Journal,2012-06-30,Discussion; erfaring fra første jordskjelv,expectation that water would be safe,myndighetsforfatter/faglig erfaringsevaluering,middels,Eksempel på at tidligere erfaring kan gi feil generalisering; ikke en representativ husholdningsundersøkelse.,P3-B-kriser.md
A:P4-NO-001,P4,A,P4-NO-001,K1,NO,Primærproduksjon,Jordbruksbedrifter i 2025 og prosentvis endring fra 2015,tall,36627;-12.8,bedrifter;prosent,2025;2015-2025,https://www.ssb.no/jord-skog-jakt-og-fiskeri/jordbruk/statistikk/gardsbruk-jordbruksareal-og-husdyr,SSB,2026-01-23,Tabell 1 Strukturen i jordbruket; Statistikkbanken 04500,,offisiell statistikk,høy,Bedrifter; ikke antall bønder eller arbeidstakere,P4-A-matkjeden.md
A:P4-NO-002,P4,A,P4-NO-002,K1,NO,Primærproduksjon,Jordbruksareal i drift var omtrent uendret mellom 2015 og 2025,tall,9860355;9866661,dekar,2015;2025,https://www.ssb.no/jord-skog-jakt-og-fiskeri/jordbruk/statistikk/gardsbruk-jordbruksareal-og-husdyr,SSB,2026-01-23,Tabell 1 Strukturen i jordbruket,,offisiell statistikk,høy,Samlet areal i drift; ikke kompetanseindikator,P4-A-matkjeden.md
A:P4-NO-003,P4,A,P4-NO-003,K1,NO,Primærproduksjon,Gjennomsnittsalderen var 53.3 år for mannlige og 50.0 år for kvinnelige brukere,tall,53.3;50.0,år,2025,https://www.nibio.no/tema/landbruksokonomi/grunnlagsmateriale-til-jordbruksforhandlingene/_/attachment/inline/af4e716f-bcc8-4ee5-93f1-a1d6431f2160:d3fb8aa8491cecf701be84aeeeb92e2d21295c0a/UT-3-2026%20Resultatkontrollen%202026_Oppdatert%2012.5.2026.pdf,Budsjettnemnda for jordbruket; SSB,2026-05-12,Resultatkontrollen 2026; tabell 10-4; s.220,,offisiell statistikk gjengitt i offentlig rapport,høy,Foreløpig; personlige brukere etter kjønn,P4-A-matkjeden.md
A:P4-NO-004,P4,A,P4-NO-004,K1,NO,Primærproduksjon,Arbeidsinnsatsen i jordbruket falt fra 120 til 75 millioner timeverk,tall,120;75,millioner timeverk,2004/05;2023,https://www.nibio.no/tema/landbruksokonomi/grunnlagsmateriale-til-jordbruksforhandlingene/_/attachment/inline/af4e716f-bcc8-4ee5-93f1-a1d6431f2160:d3fb8aa8491cecf701be84aeeeb92e2d21295c0a/UT-3-2026%20Resultatkontrollen%202026_Oppdatert%2012.5.2026.pdf,Budsjettnemnda for jordbruket; SSB,2026-05-12,Resultatkontrollen 2026; tabell 10-9; s.224,,offisiell statistikk gjengitt i offentlig rapport,høy,Samlet jordbruksarbeid; ikke antall personer,P4-A-matkjeden.md
