priority,source,id,title,year,url,url_type,access,target_path,note
P3,md-scrape,bibliotek/forbruker/forbrukeratferd-prisbevissthet,Sammendrag: Forbrukeratferd og prisbevissthet i dagligvaremarkedet,,https://www.oslomet.no/om/sifo,landing_page,unknown,,cited in bibliotek/forbruker/forbrukeratferd-prisbevissthet.md
P3,md-scrape,bibliotek/forbruker/lojalitetsprogrammer-prisdata,Sammendrag: Lojalitetsprogrammer og prisdata,,https://www.regjeringen.no/no/aktuelt/forste-delrapport-om-dagligvarebutikkenes-fordelsprogrammer-er-klar/id3146889/,landing_page,unknown,,cited in bibliotek/forbruker/lojalitetsprogrammer-prisdata.md
P3,md-scrape,bibliotek/forskningsrunde-2026-04-20/alternative-distribusjonskanaler-norden-2026-04-20,Alternative distribusjonskanaler som utfordrer og kompletterer dagligvarekjedene i Norden,,https://www.regjeringen.no/no/aktuelt/lokalmat-i-kraftig-vekst/id3141746/,landing_page,unknown,,cited in bibliotek/forskningsrunde-2026-04-20/alternative-distribusjonskanaler-norden-2026-04-20.md
P3,md-scrape,bibliotek/forskningsrunde-2026-04-20/eiendomsmakt-dagligvaremarkedet-norden-2026-04-20,Eiendomsmakt i dagligvaremarkedet i Norge og Norden,,https://konkurransetilsynet.no/wp-content/uploads/2022/12/Konkurransetilsynets-dagligvarerapport-2022.pdf,direct_pdf,unknown,,cited in bibliotek/forskningsrunde-2026-04-20/eiendomsmakt-dagligvaremarkedet-norden-2026-04-20.md
P3,md-scrape,bibliotek/forskningsrunde-2026-04-20/evidensnotat-2026-04-20,Evidensnotat for Food Systems 2026,,https://www.equator-network.org/wp-content/uploads/2015/10/STROBE_checklist_v4_combined.pdf,direct_pdf,unknown,,cited in bibliotek/forskningsrunde-2026-04-20/evidensnotat-2026-04-20.md
P3,md-scrape,bibliotek/forskningsrunde-2026-04-20/makt-fryktkultur-enforcement-2026-04-20,"Makt, fryktkultur og svak enforcement i norsk og nordisk dagligvare",,https://www.regjeringen.no/contentassets/859d5021b8c84701800831babe1ff660/horingsnotat-om-forslag-til-endringer-i-lov-om-god-handelsskikk.pdf,direct_pdf,unknown,,cited in bibliotek/forskningsrunde-2026-04-20/makt-fryktkultur-enforcement-2026-04-20.md
P3,md-scrape,bibliotek/forskningsrunde-2026-04-20/nordisk-horeca-offentlige-maaltider-2026-04-20,"Nordisk analyse av HORECA, offentlige måltider og institusjonelle innkjøp i matsystemet",,https://www.kesko.fi/4ab8cf/globalassets/03-sijoittaja/raporttikeskus/2025/q3/keskoq32025_roadshowpresentation---dnbc-paris.pdf,direct_pdf,unknown,,cited in bibliotek/forskningsrunde-2026-04-20/nordisk-horeca-offentlige-maaltider-2026-04-20.md
P3,md-scrape,bibliotek/konkurransetilsyn-konsulent,Konkurransemyndigheter og konsulentrapporter — Kildebibliotek,,https://konkurransetilsynet.no/wp-content/uploads/2018/08/NORDIC_FOOD_MARKETS.pdf,direct_pdf,unknown,,cited in bibliotek/konkurransetilsyn-konsulent.md
P3,md-scrape,bibliotek/konkurransetilsynet/dagligvarerapport-2023,Sammendrag: Konkurransetilsynets dagligvarerapport 2023,,https://konkurransetilsynet.no/wp-content/uploads/2024/01/Konkurransetilsynets-dagligvarerapport-2023.pdf,direct_pdf,unknown,,cited in bibliotek/konkurransetilsynet/dagligvarerapport-2023.md
P3,md-scrape,bibliotek/konkurransetilsynet/dagligvarerapport-2024,Sammendrag: Konkurransetilsynets Dagligvarerapport 2024,,https://konkurransetilsynet.no/wp-content/uploads/2025/04/Konkurransetilsynets-Dagligvarerapport-2024-25.pdf,direct_pdf,unknown,,cited in bibliotek/konkurransetilsynet/dagligvarerapport-2024.md
P3,md-scrape,bibliotek/konkurransetilsynet/marginstudie-2025-del2,Sammendrag: Konkurransetilsynets Marginstudie Del 2 (2025),,https://konkurransetilsynet.no/wp-content/uploads/2025/01/Del-2.-Kartlegging-av-marginer-ved-bruk-av-informasjon-pa-produktniva.pdf,direct_pdf,unknown,,cited in bibliotek/konkurransetilsynet/marginstudie-2025-del2.md
P3,md-scrape,bibliotek/konkurransetilsynet/prisjusteringsvinduer-2023,Sammendrag: Utredning om prisjusteringsvinduer 2023,,https://konkurransetilsynet.no/wp-content/uploads/2023/12/Utredning-om-prisjusteringsvinduer-2023.pdf,direct_pdf,unknown,,cited in bibliotek/konkurransetilsynet/prisjusteringsvinduer-2023.md
P3,md-scrape,bibliotek/nou/nou-2011-4-sammendrag,"Sammendrag: NOU 2011:4 — Mat, makt og avmakt",,https://www.regjeringen.no/no/dokumenter/nou-2011-4/id640128/,landing_page,unknown,,cited in bibliotek/nou/nou-2011-4-sammendrag.md
P3,md-scrape,bibliotek/nou-stortingsdok-juridisk,"NOU-er, Stortingsdokumenter og Juridiske Kilder",,https://www.regjeringen.no/no/dokumenter/nou-2013-6/id725309/,landing_page,unknown,,cited in bibliotek/nou-stortingsdok-juridisk.md
P3,md-scrape,bibliotek/pubmed-soek-2026-03-19,PubMed-søk: Relevante publikasjoner for Food Systems 2026,,https://doi.org/10.29219/fnr.v68.10489,doi,unknown,,cited in bibliotek/pubmed-soek-2026-03-19.md
P3,md-scrape,bibliotek/regulering/prisjeger-vedtaket-analyse,Sammendrag: Prisjeger-vedtaket -- Konkurransetilsynets historiske milliardgebyr,,https://konkurransetilsynet.no/decisions/vedtak-v2024-4-coop-norge-sa-norgesgruppen-asa-rema-1000-as-palegg-om-opphor-av-overtredelse-etter-konkurranseloven-%C2%A7-12-1-ledd-og-ileggelse-av-overtredelsesgebyr-etter-konkurransel/,landing_page,unknown,,cited in bibliotek/regulering/prisjeger-vedtaket-analyse.md
P3,md-scrape,bibliotek/samisk/arktisk-matproduksjon-urfolksperspektiver,Sammendrag: Arktisk matproduksjon og urfolksperspektiver,,https://arctic-council.org/news/eallu-and-arctic-indigenous-peoples-food-systems/,landing_page,unknown,,cited in bibliotek/samisk/arktisk-matproduksjon-urfolksperspektiver.md
P3,md-scrape,bibliotek/samisk/samisk-matsuverenitet,Sammendrag: Samisk matsuverenitet,,https://www.researchgate.net/publication/342900511_Sami_Identity_and_Traditional_Livelihood_Practices_From_Non-Indigenous_to_Indigenous_Food_Frameworks,landing_page,unknown,,cited in bibliotek/samisk/samisk-matsuverenitet.md
P3,md-scrape,bibliotek/sirkularitet/carbon-footprint-food-meta-analysis-2025,Carbon Footprint of Food Production: Meta-analysis of 118 LCA Studies,,https://doi.org/10.1038/s41598-2025,doi,unknown,,cited in bibliotek/sirkularitet/carbon-footprint-food-meta-analysis-2025.md
P3,md-scrape,bibliotek/sirkularitet/insekt-industri-sirkulaer-biookonomi-2024,Insect Industry in Circular Bioeconomy: Research Agenda and Nordic Perspectives,,https://doi.org/10.1186/s12302-024,doi,unknown,,cited in bibliotek/sirkularitet/insekt-industri-sirkulaer-biookonomi-2024.md
P3,md-scrape,bibliotek/sirkularitet/lca-norsk-mat-database-2025,Første Norske LCA-database for Matvarer,,https://doi.org/10.1080/16546628.2025,doi,unknown,,cited in bibliotek/sirkularitet/lca-norsk-mat-database-2025.md
P3,md-scrape,bibliotek/sirkularitet/nordisk-matsvinn-rapport-2024,Empowering Effective Food Waste Solutions in the Nordic Region,,https://pub.norden.org/nord2024-034/nord2024-034.pdf,direct_pdf,unknown,,cited in bibliotek/sirkularitet/nordisk-matsvinn-rapport-2024.md
