country,year,commodity_group,commodity_group_label,flow,metric,unit,total_import_value,nordic_core_import_value,nordic_core_share,nordic_extended_import_value,nordic_extended_share,nordic_core_partner_codes,nordic_extended_partner_codes,source_name,dataset_or_table_id,source_raw_file,status,notes
IS,2017,meat,Meat and meat preparations,imports,Import cif value,Statistics Iceland source units,2896.3,749.5,0.258778,749.5,0.258778,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2017,selected_food_basket,Selected food basket,imports,Import cif value,Statistics Iceland source units,40870.7,6550.6,0.160276,8156.6,0.199571,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2018,cereals,Cereals and cereal preparations,imports,Import cif value,Statistics Iceland source units,10160.3,2809.8,0.276547,2810.2,0.276586,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2018,dairy_eggs,Dairy products and eggs,imports,Import cif value,Statistics Iceland source units,1158.4,267.5,0.230922,267.5,0.230922,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2018,fats_oils,Fats and oils,imports,Import cif value,Statistics Iceland source units,4106.9,503.2,0.122526,503.2,0.122526,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2018,fish_seafood,Fish and seafood,imports,Import cif value,Statistics Iceland source units,11327.9,2258.5,0.199375,3656.9,0.322822,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2018,fruit_veg,Fruit and vegetables,imports,Import cif value,Statistics Iceland source units,15734.7,919.3,0.058425,919.3,0.058425,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2018,meat,Meat and meat preparations,imports,Import cif value,Statistics Iceland source units,3024.3,846.7,0.279966,846.7,0.279966,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2018,selected_food_basket,Selected food basket,imports,Import cif value,Statistics Iceland source units,45512.5,7605,0.167097,9003.8,0.197831,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2019,cereals,Cereals and cereal preparations,imports,Import cif value,Statistics Iceland source units,11296,2547.6,0.225531,2547.6,0.225531,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2019,dairy_eggs,Dairy products and eggs,imports,Import cif value,Statistics Iceland source units,1358,288.7,0.212592,288.7,0.212592,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2019,fats_oils,Fats and oils,imports,Import cif value,Statistics Iceland source units,5433.3,724.2,0.133289,724.2,0.133289,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2019,fish_seafood,Fish and seafood,imports,Import cif value,Statistics Iceland source units,13016.5,3135.1,0.240856,4682.5,0.359736,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2019,fruit_veg,Fruit and vegetables,imports,Import cif value,Statistics Iceland source units,17313.3,1009.8,0.058325,1009.8,0.058325,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2019,meat,Meat and meat preparations,imports,Import cif value,Statistics Iceland source units,3778.8,1282,0.339261,1282,0.339261,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2019,selected_food_basket,Selected food basket,imports,Import cif value,Statistics Iceland source units,52195.9,8987.4,0.172186,10534.8,0.201832,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2020,cereals,Cereals and cereal preparations,imports,Import cif value,Statistics Iceland source units,12309.1,3276.3,0.266169,3276.3,0.266169,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2020,dairy_eggs,Dairy products and eggs,imports,Import cif value,Statistics Iceland source units,1568.3,323.3,0.206147,323.3,0.206147,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2020,fats_oils,Fats and oils,imports,Import cif value,Statistics Iceland source units,6020.4,589.6,0.097934,594.2,0.098698,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2020,fish_seafood,Fish and seafood,imports,Import cif value,Statistics Iceland source units,9404.5,944.9,0.100473,2208.7,0.234856,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2020,fruit_veg,Fruit and vegetables,imports,Import cif value,Statistics Iceland source units,18319.8,1039.3,0.056731,1039.5,0.056742,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2020,meat,Meat and meat preparations,imports,Import cif value,Statistics Iceland source units,3620.6,1156.6,0.31945,1156.6,0.31945,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2020,selected_food_basket,Selected food basket,imports,Import cif value,Statistics Iceland source units,51242.7,7330,0.143045,8598.6,0.167801,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2021,cereals,Cereals and cereal preparations,imports,Import cif value,Statistics Iceland source units,13455.2,3779.9,0.280925,3779.9,0.280925,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2021,dairy_eggs,Dairy products and eggs,imports,Import cif value,Statistics Iceland source units,1834.1,418.4,0.228123,418.4,0.228123,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2021,fats_oils,Fats and oils,imports,Import cif value,Statistics Iceland source units,6377,784.7,0.123052,829.1,0.130014,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2021,fish_seafood,Fish and seafood,imports,Import cif value,Statistics Iceland source units,11741.8,4369.3,0.372115,4964.4,0.422797,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2021,fruit_veg,Fruit and vegetables,imports,Import cif value,Statistics Iceland source units,18720,960.7,0.051319,960.7,0.051319,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2021,meat,Meat and meat preparations,imports,Import cif value,Statistics Iceland source units,4136.6,1207,0.291786,1207,0.291786,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2021,selected_food_basket,Selected food basket,imports,Import cif value,Statistics Iceland source units,56264.7,11520,0.204746,12159.5,0.216112,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2022,cereals,Cereals and cereal preparations,imports,Import cif value,Statistics Iceland source units,16405.3,3752.1,0.228713,3752.1,0.228713,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2022,dairy_eggs,Dairy products and eggs,imports,Import cif value,Statistics Iceland source units,1969.9,420.4,0.213412,420.4,0.213412,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2022,fats_oils,Fats and oils,imports,Import cif value,Statistics Iceland source units,6871.7,948.8,0.138074,1003.4,0.146019,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2022,fish_seafood,Fish and seafood,imports,Import cif value,Statistics Iceland source units,15611.6,4825.5,0.309097,7588.7,0.486094,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2022,fruit_veg,Fruit and vegetables,imports,Import cif value,Statistics Iceland source units,20839.6,1133.8,0.054406,1133.8,0.054406,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2022,meat,Meat and meat preparations,imports,Import cif value,Statistics Iceland source units,5711.1,1408.9,0.246695,1408.9,0.246695,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2022,selected_food_basket,Selected food basket,imports,Import cif value,Statistics Iceland source units,67409.2,12489.5,0.185279,15307.3,0.22708,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2023,cereals,Cereals and cereal preparations,imports,Import cif value,Statistics Iceland source units,18192.9,3968.3,0.218124,3968.3,0.218124,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2023,dairy_eggs,Dairy products and eggs,imports,Import cif value,Statistics Iceland source units,2374.4,491.4,0.206958,491.4,0.206958,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2023,fats_oils,Fats and oils,imports,Import cif value,Statistics Iceland source units,11205.8,776,0.06925,864.2,0.077121,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2023,fish_seafood,Fish and seafood,imports,Import cif value,Statistics Iceland source units,14073.9,4164.2,0.295881,6834.2,0.485594,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2023,fruit_veg,Fruit and vegetables,imports,Import cif value,Statistics Iceland source units,23965.2,1252.8,0.052276,1252.8,0.052276,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2023,meat,Meat and meat preparations,imports,Import cif value,Statistics Iceland source units,6803.2,1359.5,0.199832,1359.5,0.199832,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2023,selected_food_basket,Selected food basket,imports,Import cif value,Statistics Iceland source units,76615.4,12012.2,0.156786,14770.4,0.192786,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2024,cereals,Cereals and cereal preparations,imports,Import cif value,Statistics Iceland source units,18950.4,4261.9,0.224898,4261.9,0.224898,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2024,dairy_eggs,Dairy products and eggs,imports,Import cif value,Statistics Iceland source units,2863.4,613.9,0.214395,613.9,0.214395,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2024,fats_oils,Fats and oils,imports,Import cif value,Statistics Iceland source units,13602.6,837.4,0.061562,872.4,0.064135,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2024,fish_seafood,Fish and seafood,imports,Import cif value,Statistics Iceland source units,11088.8,3859,0.348009,4943,0.445765,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2024,fruit_veg,Fruit and vegetables,imports,Import cif value,Statistics Iceland source units,25397.6,1248.7,0.049166,1248.7,0.049166,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2024,meat,Meat and meat preparations,imports,Import cif value,Statistics Iceland source units,6637.3,1414,0.213038,1414,0.213038,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2024,selected_food_basket,Selected food basket,imports,Import cif value,Statistics Iceland source units,78540.1,12234.9,0.155779,13353.9,0.170027,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2025,cereals,Cereals and cereal preparations,imports,Import cif value,Statistics Iceland source units,19087.6,4434.1,0.232303,4434.1,0.232303,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2025,dairy_eggs,Dairy products and eggs,imports,Import cif value,Statistics Iceland source units,3081.6,655.9,0.212844,655.9,0.212844,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2025,fats_oils,Fats and oils,imports,Import cif value,Statistics Iceland source units,7668.6,983.9,0.128302,997.1,0.130024,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2025,fish_seafood,Fish and seafood,imports,Import cif value,Statistics Iceland source units,10962.3,2840.3,0.259097,4188.8,0.38211,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2025,fruit_veg,Fruit and vegetables,imports,Import cif value,Statistics Iceland source units,25313.6,1386.2,0.054761,1386.2,0.054761,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2025,meat,Meat and meat preparations,imports,Import cif value,Statistics Iceland source units,8713.8,1320.7,0.151564,1320.8,0.151576,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
IS,2025,selected_food_basket,Selected food basket,imports,Import cif value,Statistics Iceland source units,74827.5,11621.1,0.155305,12982.9,0.173504,DK;FI;NO;SE,AX;DK;FI;FO;GL;NO;SE,Statistics Iceland imports by SITC and countries,UTA06201.px,research/data/nordic/trade-groups/raw-json/is-food-group-imports-monthly.json,partial_is_only_from_existing_raw,Derived from existing Iceland raw JSON-stat response with partner-country dimension; use as partial evidence until all-country partner pulls are built.
NO,2015,cereals,Cereals and cereal preparations,imports,Import value,NOK,1195693537,239600848,0.200387,239600848,0.200387,DK;FI;IS;SE,DK;FI;FO;GL;IS;SE,SSB external trade by commodity number,08801,research/data/nordic/trade-groups/raw-json/no-food-group-imports-by-partner-annual.json,partner_refetch,Nordic partner values refetched from SSB 08801 using the existing commodity-code basket; total import values reused from the established all-country SSB 08801 extract.
NO,2015,dairy_eggs,Dairy products and eggs,imports,Import value,NOK,1060380268,348354972,0.328519,348354972,0.328519,DK;FI;IS;SE,DK;FI;FO;GL;IS;SE,SSB external trade by commodity number,08801,research/data/nordic/trade-groups/raw-json/no-food-group-imports-by-partner-annual.json,partner_refetch,Nordic partner values refetched from SSB 08801 using the existing commodity-code basket; total import values reused from the established all-country SSB 08801 extract.
NO,2015,fats_oils,Fats and oils,imports,Import value,NOK,6563072959,1766688484,0.269186,1766688484,0.269186,DK;FI;IS;SE,DK;FI;FO;GL;IS;SE,SSB external trade by commodity number,08801,research/data/nordic/trade-groups/raw-json/no-food-group-imports-by-partner-annual.json,partner_refetch,Nordic partner values refetched from SSB 08801 using the existing commodity-code basket; total import values reused from the established all-country SSB 08801 extract.
NO,2015,fish_seafood,Fish and seafood,imports,Import value,NOK,2932369332,563148192,0.192045,970853408,0.331082,DK;FI;IS;SE,DK;FI;FO;GL;IS;SE,SSB external trade by commodity number,08801,research/data/nordic/trade-groups/raw-json/no-food-group-imports-by-partner-annual.json,partner_refetch,Nordic partner values refetched from SSB 08801 using the existing commodity-code basket; total import values reused from the established all-country SSB 08801 extract.
NO,2015,fruit_veg,Fruit and vegetables,imports,Import value,NOK,9176909295,213970792,0.023316,213970792,0.023316,DK;FI;IS;SE,DK;FI;FO;GL;IS;SE,SSB external trade by commodity number,08801,research/data/nordic/trade-groups/raw-json/no-food-group-imports-by-partner-annual.json,partner_refetch,Nordic partner values refetched from SSB 08801 using the existing commodity-code basket; total import values reused from the established all-country SSB 08801 extract.
