id,quality,tags,status,gate,manual_check,local_paths,local_exists,urls,db_hits,next_action,reference,note
"SRC-BASE-003","intern syntese","baseline","db-linked","internal-synthesis","false","research/RESEARCH-MISSIONS.md","research/RESEARCH-MISSIONS.md:yes","","Document:cmmpax3cq0003u10defbmlbmw -> Doc:cmmpax3cq0003u10defbmlbmw (Research Missions: Food Systems Transition Group) [path:RESEARCH-MISSIONS.md]; Document:cmo87ff5l000cq30d5oig4inj -> Doc:cmo87ff5l000cq30d5oig4inj (Research Missions: Food Systems Transition Group) [path:RESEARCH-MISSIONS.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/RESEARCH-MISSIONS.md","Oversikt over gjennomførte research-spor og gjenstående gap."
"SRC-BASE-004","intern syntese","baseline","db-linked","internal-synthesis","false","research/VERDIKJEDE-KARTLEGGING-PLAN.md","research/VERDIKJEDE-KARTLEGGING-PLAN.md:yes","","Document:cmmpax3cw0004u10dk58zqj5a -> Doc:cmmpax3cw0004u10dk58zqj5a (Plan: Granulær Nordisk Verdikjede-kartlegging) [path:VERDIKJEDE-KARTLEGGING-PLAN.md]; Document:cmo87ff5t000dq30du1lc3tfx -> Doc:cmo87ff5t000dq30du1lc3tfx (Plan: Granulær Nordisk Verdikjede-kartlegging) [path:VERDIKJEDE-KARTLEGGING-PLAN.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/VERDIKJEDE-KARTLEGGING-PLAN.md","Plananker for verdikjede- og systemkartlegging."
"SRC-BASE-005","intern syntese","baseline, C-adoption","db-linked","internal-synthesis","false","research/norden/verdikjede/10-kryss-analyse.md","research/norden/verdikjede/10-kryss-analyse.md:yes","","Document:cmmpax3tk002su10deelzv6fp -> Doc:cmmpax3tk002su10deelzv6fp (Kryssegment Verdikjedeanalyse: Maktkonsentrasjon og Systemrisiko i Nordiske Matsy...) [path:10-kryss-analyse.md]; SourceDoc:src-64 -> Doc:cmmpax3tk002su10deelzv6fp (Kryssegment Verdikjedeanalyse: Maktkonsentrasjon og Systemrisiko) [path:10-kryss-analyse.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/norden/verdikjede/10-kryss-analyse.md","Tverrgående analyse på tvers av nordisk verdikjede og systemgaps."
"SRC-BASE-006","primær","baseline, A-feed","db-linked","requires-manual-check","true","","","https://www.nibio.no/tema/landbruksokonomi/selvforsyningsgrad-og-engrosforbruk","Report:beredskap-nibio-selvforsyning-2026 -> Doc:cmmxa66wg004ity0drgitszkj (Norsk selvforsyningsgrad — oppdatert beregning med importkorrigert metode) [url:exact]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","NIBIO selvforsyningsberegning (foreløpige tall 2024 + serier); https://www.nibio.no/tema/landbruksokonomi/selvforsyningsgrad-og-engrosforbruk","Offisiell norsk selvforsyningsstatistikk. Foreløpig 2024: 35 % korrigert for kraftfôrimport (under regjeringens 50 %-mål), 45 % uten korreksjon. Brukes som baseline for Spor A og som referanse for Norden-sammenligning."
"SRC-BASE-007","sekundær","baseline, policy","db-candidate-review","requires-manual-check","true","","","https://www.eea.europa.eu/en/europe-environment-2025/countries","Document:cmmpax3ne002du10ddlbworj8 -> Doc:cmmpax3ne002du10ddlbworj8 (Nordisk komparativ analyse: Matsystemer i Danmark, Sverige og Finland) [fuzzy:3]; Document:cmo87fi4s00jrq30d5lvyu9lh -> Doc:cmo87fi4s00jrq30d5lvyu9lh (Gi meg en kvantitativ oversikt over matstrømmer i Norden (Norge, Sverige, Danmark...) [fuzzy:4]","Kontroller fuzzy DB-treff manuelt før raden regnes som DB-lenket.","EEA Country Profiles 2025 (Danmark, Norge, Sverige, Finland, Island); https://www.eea.europa.eu/en/europe-environment-2025/countries","EEA Europe Environment-rapport 2025 med landsprofiler. Inneholder klimagassutslipp, avfallshåndtering, sirkulærøkonomi, mat- og jordbruksdata per nordisk land. Bra som strukturert sammenligningsgrunnlag, men sekundær (basert på nasjonale primærkilder)."
"SRC-BASE-008","primær","baseline","external-only","requires-manual-check","true","","","https://www.luke.fi/en/statistics/balance-sheet-for-food-commodities-statistics-discontinued/balance-sheet-for-food-commodities-2024-preliminary-and-2023-final-figures","","Last ned/speil primærkilde eller opprett SourceDoc før tung bruk.","Luke Balance Sheet for Food Commodities 2024 (Finland, foreløpige tall); https://www.luke.fi/en/statistics/balance-sheet-for-food-commodities-statistics-discontinued/balance-sheet-for-food-commodities-2024-preliminary-and-2023-final-figures","Finsk forbruksstatistikk per matvaregruppe (kjøtt 78,2 kg/capita 2024, melk 130 kg, havre, fjærfe). Brukes til Norden-sammenligning av forbruksendringer over tid. Statistikkserien er utfaset hos Luke; nye Finland-tall finnes via separate Luke-publikasjoner."
"SRC-BASE-009","uvalidert","baseline, A-feed, B-sidestream, C-adoption","repo-only","internal-only","true","docs/project/mandates/research-dossiers/baerekraftsutfordringer-input-2026-04-28/","docs/project/mandates/research-dossiers/baerekraftsutfordringer-input-2026-04-28/:yes","","","Importer eller lenk lokal fil til Document/SourceDoc/Report.","docs/project/mandates/research-dossiers/baerekraftsutfordringer-input-2026-04-28/","Internt input-korpus med syv research-notater (Norden + 5 land + Norge data-landskap) som kartlegger hele matverdikjeden. Brukes som idé-/hypotese- og kildejakt-grunnlag, ikke som siterbar evidence. Se `README.md` i mappen for metode og bruksforbehold."
"SRC-ACT-001","intern syntese","actor","static-only","internal-synthesis","false","src/lib/data/actors.ts","src/lib/data/actors.ts:yes","","","Behold som strukturert repo-data; ikke bruk som ekstern kilde.","src/lib/data/actors.ts","Strukturert aktørgrunnlag i applikasjonen; nyttig som operativ aktørliste, ikke siterbar kilde."
"SRC-ACT-002","intern syntese","actor","db-linked","internal-synthesis","false","research/interviews/aktorkart-systematisk-2026.md","research/interviews/aktorkart-systematisk-2026.md:yes","","Document:cmmpax3lr0027u10d1l2z72zw -> Doc:cmmpax3lr0027u10d1l2z72zw (Aktørkart: Det Norske Matsystemet (Status 2026)) [path:aktorkart-systematisk-2026.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/interviews/aktorkart-systematisk-2026.md","Systematisk aktørkart for intervjuer og valideringsplan."
"SRC-ACT-003","uvalidert","actor, finance","db-linked","internal-only","false","research/bibliotek/forskningsrunde-2026-04-20-r2/p16-nordiske-do-tanks-stiftelser-2026-04-20.md","research/bibliotek/forskningsrunde-2026-04-20-r2/p16-nordiske-do-tanks-stiftelser-2026-04-20.md:yes","","Document:cmo87fgmm00aaq30dx26j9l7x -> Doc:cmo87fgmm00aaq30dx26j9l7x (Lag en komplett oversikt over nordiske stiftelser, do-tanks og NGO-er som aktivt ...) [path:p16-nordiske-do-tanks-stiftelser-2026-04-20.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/bibliotek/forskningsrunde-2026-04-20-r2/p16-nordiske-do-tanks-stiftelser-2026-04-20.md","Arbeidsnotat om nordiske do-tanks, stiftelser og potensielle støttemiljøer."
"SRC-ACT-004","uvalidert","actor, finance","db-linked","internal-only","false","research/bibliotek/forskningsrunde-2026-04-20-r2/p15-axel-johnson-systemet-2026-04-20.md","research/bibliotek/forskningsrunde-2026-04-20-r2/p15-axel-johnson-systemet-2026-04-20.md:yes","","Document:cmo87fgmf00a9q30d2i4de17y -> Doc:cmo87fgmf00a9q30d2i4de17y (Kartlegg Axel Johnson-gruppen som matsystem-aktør i Sverige:) [path:p15-axel-johnson-systemet-2026-04-20.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/bibliotek/forskningsrunde-2026-04-20-r2/p15-axel-johnson-systemet-2026-04-20.md","Arbeidsnotat om Axel Johnson/Axfoundation-systemet som mulig partner- og fundingnode."
"SRC-ACT-005","uvalidert","actor, A-feed, B-sidestream, research-front","db-linked","internal-only","true","research/bibliotek/forskningsrunde-2026-04-20-r2/p49-phd-prosjekter-norden-2026-04-20.md","research/bibliotek/forskningsrunde-2026-04-20-r2/p49-phd-prosjekter-norden-2026-04-20.md:yes","","Document:cmo87fgtm00b7q30dk2fylxsd -> Doc:cmo87fgtm00b7q30dk2fylxsd (Identifiser alle pågående PhD-prosjekter og postdoc-stillinger i Norden (2024–202...) [path:p49-phd-prosjekter-norden-2026-04-20.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/bibliotek/forskningsrunde-2026-04-20-r2/p49-phd-prosjekter-norden-2026-04-20.md","Arbeidsnotat som kartlegger nordiske PhD-/postdoc-/prosjektspor for sirkulær mat, fôr, biomasse og sidestrømmer; brukes som kontakt- og hypotesekart, ikke som effektbevis."
"SRC-FIN-001","intern syntese","finance","db-linked","internal-synthesis","false","research/evidence-pack/finance-note.md","research/evidence-pack/finance-note.md:yes","","Document:cmn7lfmcq00b1fy0dkzvzjya6 -> Doc:cmn7lfmcq00b1fy0dkzvzjya6 (Evidence Pack #6: Finance Note) [path:finance-note.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/evidence-pack/finance-note.md","Eksisterende finance note; må utvides med konkrete programfrister og eligibility."
"SRC-FIN-002","intern syntese","finance","db-linked","internal-synthesis","false","research/external/notion/funding-map.md","research/external/notion/funding-map.md:yes","","Document:cmmxvfsl4006h1i0dx0qltjv9 -> Doc:cmmxvfsl4006h1i0dx0qltjv9 (Funding Map) [path:funding-map.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/external/notion/funding-map.md","Notion-speilet funding map; brukes som operativ bruttoliste, ikke som ekstern dokumentasjon."
"SRC-POL-001","intern syntese","policy, baseline","db-linked","internal-synthesis","false","research/whitepaper/executive-brief.md","research/whitepaper/executive-brief.md:yes","","Document:cmmpax3va003iu10d4ie0q96m -> Doc:cmmpax3va003iu10d4ie0q96m (Executive Brief: Nordic Food System Concentration) [path:executive-brief.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/whitepaper/executive-brief.md","Executive brief om nordisk markedsstruktur og transition levers; må vris mot Circular Food-scope."
