cell_id,profile_id,aggregation_class,geography_id,geography_label,axis_bindings_json,value_chain_stage_id,value_chain_stage_label,domain_id,domain_label,legacy_field_id,legacy_field_label,cell_tier,parent_cell_id,child_dimension_bindings_json,child_specification_state,required_child_dimensions_json,required_child_cell_ids_json,required_units_json,system_boundary_question,population_definition_json,required_readiness_profile,taxonomy_version,active
cov.v1.profile=canonical_political_macro.geography=is.domains=policy_law_governance.value_chain_stages=primary.agriculture_crop,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.policy_law_governance""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.agriculture_crop""}]",stage.primary.agriculture_crop,Crop agriculture,domain.policy_law_governance,"Policy, law and governance",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=policy_law_governance.value_chain_stages=primary.agriculture_livestock,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.policy_law_governance""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.agriculture_livestock""}]",stage.primary.agriculture_livestock,Livestock agriculture,domain.policy_law_governance,"Policy, law and governance",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=policy_law_governance.value_chain_stages=primary.aquaculture,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.policy_law_governance""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.aquaculture""}]",stage.primary.aquaculture,Aquaculture,domain.policy_law_governance,"Policy, law and governance",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=policy_law_governance.value_chain_stages=primary.fisheries,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.policy_law_governance""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.fisheries""}]",stage.primary.fisheries,Fisheries,domain.policy_law_governance,"Policy, law and governance",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=policy_law_governance.value_chain_stages=primary.horticulture,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.policy_law_governance""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.horticulture""}]",stage.primary.horticulture,Horticulture,domain.policy_law_governance,"Policy, law and governance",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=policy_law_governance.value_chain_stages=primary.reindeer_husbandry,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.policy_law_governance""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.reindeer_husbandry""}]",stage.primary.reindeer_husbandry,Reindeer husbandry,domain.policy_law_governance,"Policy, law and governance",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=policy_law_governance.value_chain_stages=primary.wild_harvest,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.policy_law_governance""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.wild_harvest""}]",stage.primary.wild_harvest,Wild harvest,domain.policy_law_governance,"Policy, law and governance",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=policy_law_governance.value_chain_stages=processing.food_manufacturing,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.policy_law_governance""},{""dimension"":""valueChainStages"",""valueId"":""stage.processing.food_manufacturing""}]",stage.processing.food_manufacturing,Food manufacturing,domain.policy_law_governance,"Policy, law and governance",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=policy_law_governance.value_chain_stages=processing.ingredient_production,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.policy_law_governance""},{""dimension"":""valueChainStages"",""valueId"":""stage.processing.ingredient_production""}]",stage.processing.ingredient_production,Ingredient production,domain.policy_law_governance,"Policy, law and governance",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=policy_law_governance.value_chain_stages=processing.initial_processing,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.policy_law_governance""},{""dimension"":""valueChainStages"",""valueId"":""stage.processing.initial_processing""}]",stage.processing.initial_processing,Initial processing,domain.policy_law_governance,"Policy, law and governance",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=policy_law_governance.value_chain_stages=processing.packaging,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.policy_law_governance""},{""dimension"":""valueChainStages"",""valueId"":""stage.processing.packaging""}]",stage.processing.packaging,Packaging,domain.policy_law_governance,"Policy, law and governance",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=policy_law_governance.value_chain_stages=return_flows.biological_recovery,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.policy_law_governance""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.biological_recovery""}]",stage.return_flows.biological_recovery,Biological recovery,domain.policy_law_governance,"Policy, law and governance",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=policy_law_governance.value_chain_stages=return_flows.collection_sorting,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.policy_law_governance""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.collection_sorting""}]",stage.return_flows.collection_sorting,Collection and sorting,domain.policy_law_governance,"Policy, law and governance",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=policy_law_governance.value_chain_stages=return_flows.disposal,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.policy_law_governance""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.disposal""}]",stage.return_flows.disposal,Disposal,domain.policy_law_governance,"Policy, law and governance",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=policy_law_governance.value_chain_stages=return_flows.energy_recovery,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.policy_law_governance""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.energy_recovery""}]",stage.return_flows.energy_recovery,Energy recovery,domain.policy_law_governance,"Policy, law and governance",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=policy_law_governance.value_chain_stages=return_flows.loss_waste_generation,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.policy_law_governance""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.loss_waste_generation""}]",stage.return_flows.loss_waste_generation,Loss and waste generation,domain.policy_law_governance,"Policy, law and governance",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=policy_law_governance.value_chain_stages=return_flows.material_recovery,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.policy_law_governance""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.material_recovery""}]",stage.return_flows.material_recovery,Material recovery,domain.policy_law_governance,"Policy, law and governance",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=policy_law_governance.value_chain_stages=return_flows.nutrient_return,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.policy_law_governance""},{""dimension"":""valueChainStages"",""valueId"":""stage.return_flows.nutrient_return""}]",stage.return_flows.nutrient_return,Nutrient return,domain.policy_law_governance,"Policy, law and governance",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=policy_law_governance.value_chain_stages=system_wide,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.policy_law_governance""},{""dimension"":""valueChainStages"",""valueId"":""stage.system_wide""}]",stage.system_wide,System-wide,domain.policy_law_governance,"Policy, law and governance",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=consumption.commercial_meals,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.consumption.commercial_meals""}]",stage.consumption.commercial_meals,Commercial meals,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=consumption.household,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.consumption.household""}]",stage.consumption.household,Household consumption,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=consumption.public_meals,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.consumption.public_meals""}]",stage.consumption.public_meals,Public meals,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=distribution.cold_chain,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.distribution.cold_chain""}]",stage.distribution.cold_chain,Cold chain,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=distribution.storage,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.distribution.storage""}]",stage.distribution.storage,Storage,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=distribution.transport_logistics,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.distribution.transport_logistics""}]",stage.distribution.transport_logistics,Transport and logistics,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=distribution.wholesale,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.distribution.wholesale""}]",stage.distribution.wholesale,Wholesale,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=inputs.production_inputs,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.inputs.production_inputs""}]",stage.inputs.production_inputs,Production inputs,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=inputs.resource_base,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.inputs.resource_base""}]",stage.inputs.resource_base,Natural resource base,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=market.direct_sales,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.market.direct_sales""}]",stage.market.direct_sales,Direct sales,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=market.foodservice_horeca,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.market.foodservice_horeca""}]",stage.market.foodservice_horeca,Food service and HORECA,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=market.public_procurement,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.market.public_procurement""}]",stage.market.public_procurement,Public procurement,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=market.redistribution,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.market.redistribution""}]",stage.market.redistribution,Redistribution,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=market.retail,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.market.retail""}]",stage.market.retail,Retail,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=primary.agriculture_crop,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.agriculture_crop""}]",stage.primary.agriculture_crop,Crop agriculture,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=primary.agriculture_livestock,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.agriculture_livestock""}]",stage.primary.agriculture_livestock,Livestock agriculture,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=primary.aquaculture,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.aquaculture""}]",stage.primary.aquaculture,Aquaculture,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=primary.fisheries,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.fisheries""}]",stage.primary.fisheries,Fisheries,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=primary.horticulture,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.horticulture""}]",stage.primary.horticulture,Horticulture,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=primary.reindeer_husbandry,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.reindeer_husbandry""}]",stage.primary.reindeer_husbandry,Reindeer husbandry,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=primary.wild_harvest,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.wild_harvest""}]",stage.primary.wild_harvest,Wild harvest,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=is.domains=power_ownership_control.value_chain_stages=processing.food_manufacturing,profile.canonical_political_macro,political_nordic,geo.is,Iceland,"[{""dimension"":""domains"",""valueId"":""domain.power_ownership_control""},{""dimension"":""valueChainStages"",""valueId"":""stage.processing.food_manufacturing""}]",stage.processing.food_manufacturing,Food manufacturing,domain.power_ownership_control,"Power, ownership and control",,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
