source_path,source_top_folder,filename,ext,size_bytes,modified_at,sha256,priority,project_fit,candidate_model,typed_layer_candidate,import_file_path,proposed_title,proposed_year,proposed_country,proposed_theme,proposed_doc_type,review_status,action,final_title,final_year,final_country,final_theme,final_doc_type,final_url,notes
Food Research Process 20.04.26/07_Academic_Research_And_Theses/master_Duong_Linh_2025.pdf,07_Academic_Research_And_Theses,master_Duong_Linh_2025.pdf,.pdf,799453,2026-04-20T13:11:13.059Z,bde475848143042f4e139395415b5445b4cd7615876bb7d521f199ef5579d571,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/bde4758481-master-duong-linh-2025.pdf,Master Thesis_Linh Duong,,,academic-research,thesis,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/MASTER-EMILIAEPOSITO-.pdf,07_Academic_Research_And_Theses,MASTER-EMILIAEPOSITO-.pdf,.pdf,1334803,2026-04-20T13:13:16.986Z,3a4005a27bf6972ee0f083ddf034c4108cf568dc3acb09c7b73bdced7949fe66,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/3a4005a27b-master-emiliaeposito.pdf,Microsoft Word - MASTER2022.docx,,,academic-research,thesis,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Master's Thesis Peppi Segersven.pdf,07_Academic_Research_And_Theses,Master's Thesis Peppi Segersven.pdf,.pdf,1558431,2026-04-20T13:38:35.956Z,930f5a92fd592aa3308f2a35325641adfea121b1233b655048e3c4d2dee6e026,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/930f5a92fd-master-s-thesis-peppi-segersven.pdf,Master's Thesis Peppi Segersven,,,academic-research,thesis,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Master's Thesis_Mäkelä_Mika.pdf,07_Academic_Research_And_Theses,Master's Thesis_Mäkelä_Mika.pdf,.pdf,1132149,2026-04-20T13:22:21.779Z,fc018a0d7be74aab75ae676a408861ef81ed3f67f144210d1f7800e0297cf681,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/fc018a0d7b-master-s-thesis-makela-mika.pdf,Master's Thesis Mäkelä Mika,,,academic-research,thesis,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/masteroppgave__mats_b._simonsen.pdf,07_Academic_Research_And_Theses,masteroppgave__mats_b._simonsen.pdf,.pdf,1406453,2026-04-20T13:32:30.605Z,67557def0cdf40ddc5b842f375c25a06554e532e48b651606520f3efbf2a5cb0,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/67557def0c-masteroppgave-mats-b-simonsen.pdf,masteroppgave mats b simonsen,,,academic-research,thesis,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Meningsbryteren _ Framtiden i våre hender.pdf,07_Academic_Research_And_Theses,Meningsbryteren _ Framtiden i våre hender.pdf,.pdf,9904086,2026-04-20T13:10:28.446Z,6fc48af8593fbd91a9fcf3b1652fbc83cec5d39967cf0dd1f4780fe5a828da9d,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/6fc48af859-meningsbryteren-framtiden-i-vare-hender.pdf,Meningsbryteren | Framtiden i våre hender,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/ng_arsrapport-2025-web.pdf,07_Academic_Research_And_Theses,ng_arsrapport-2025-web.pdf,.pdf,76293989,2026-04-20T11:49:03.230Z,94fe5f0ca171dabadd51b1c9c62bbcd1bf653c9c72f59e8448cfe4c09781ffda,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/94fe5f0ca1-ng-arsrapport-2025-web.pdf,Årsrapport,2025,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/nikolaev-g-20230724.pdf,07_Academic_Research_And_Theses,nikolaev-g-20230724.pdf,.pdf,2571516,2026-04-20T13:37:41.864Z,8a721f53f5ec0ef1d2e8077508d236b24e7ad5c2a4b8a99a4c78ad06b48454fc,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/8a721f53f5-nikolaev-g-20230724.pdf,nikolaev g 20230724,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/nilsen_paulsen_pass-through-av-ravarepriser-for-kakao--og-kaffeprodukter.pdf,07_Academic_Research_And_Theses,nilsen_paulsen_pass-through-av-ravarepriser-for-kakao--og-kaffeprodukter.pdf,.pdf,3405385,2026-04-20T13:42:01.446Z,ed9b074159ea790ae0c01a3b06248ab533aaf9a34e4e76875786f347aeff5b09,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/ed9b074159-nilsen-paulsen-pass-through-av-ravarepriser-for-kakao-og-kaffeprodukter.pdf,nilsen paulsen pass through av ravarepriser for kakao og kaffeprodukter,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/no.ntnu_inspera_238079456_47063854.pdf,07_Academic_Research_And_Theses,no.ntnu_inspera_238079456_47063854.pdf,.pdf,9524124,2026-04-20T13:32:35.536Z,cd7da97b954cc9602fc4ab7080461d22578f5a3f56ded9d7146dde4dff5b4389,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/cd7da97b95-no-ntnu-inspera-238079456-47063854.pdf,no ntnu inspera 238079456 47063854,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/nord2020-048.pdf,07_Academic_Research_And_Theses,nord2020-048.pdf,.pdf,13418886,2026-04-20T12:41:52.272Z,d56f3e12621209d3be0e3f879c226b91e3df7ac56aa4b3b6abb5dc48c6f2152f,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/d56f3e1262-nord2020-048.pdf,nord2020 048,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/nord2024-007.pdf,07_Academic_Research_And_Theses,nord2024-007.pdf,.pdf,16947946,2026-04-20T13:34:16.864Z,d760f6d96053dde383086bcc40a3b80984d4247d8cd141114e751f1d012a34d3,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/d760f6d960-nord2024-007.pdf,Policy tools for sustainable and healthy eating: Enabling a food transition in the Nordic countries,,nordic,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/nord2024-034.pdf,07_Academic_Research_And_Theses,nord2024-034.pdf,.pdf,2698316,2026-04-20T13:34:20.164Z,8047a53676d719b6219dc826349348c95acce8cb1de7f9c1c824b5049ae05cfa,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/8047a53676-nord2024-034.pdf,Breaking Barriers: Empowering Effective Food Waste Solutions in the Nordic Countries,,nordic,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Nordic-Bankruptcy-Statistics-Report-2024.pdf,07_Academic_Research_And_Theses,Nordic-Bankruptcy-Statistics-Report-2024.pdf,.pdf,9356250,2026-04-20T12:33:45.156Z,6ed19eb9472747e4235007344a614921ff8431a823636796a65cca93ff090053,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/6ed19eb947-nordic-bankruptcy-statistics-report-2024.pdf,Nordic Bankruptcy Statistics Report 2024,2024,nordic,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Nordmenn vil spise sunnere og mer… _ Framtiden i våre hender.pdf,07_Academic_Research_And_Theses,Nordmenn vil spise sunnere og mer… _ Framtiden i våre hender.pdf,.pdf,13132224,2026-04-20T13:10:15.390Z,d107d6648254d92c92b4fb1c34a218e6328aecdd471636e6c0ab436ea9aae97c,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/d107d66482-nordmenn-vil-spise-sunnere-og-mer-framtiden-i-vare-hender.pdf,Nordmenn vil spise sunnere og mer… | Framtiden i våre hender,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/nou201120110004000dddpdfs.pdf,07_Academic_Research_And_Theses,nou201120110004000dddpdfs.pdf,.pdf,5890736,2026-04-20T11:52:15.353Z,e1b7b881666d88400413ed02be16f919f8f6e5e2e09bc9168e61fc64424d1a68,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/e1b7b88166-nou201120110004000dddpdfs.pdf,NOU 2011: 4,2011,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/nou201320130006000dddpdfs.pdf,07_Academic_Research_And_Theses,nou201320130006000dddpdfs.pdf,.pdf,1703129,2026-04-20T11:50:14.107Z,5d5899f3d003058498db8e4e57a776ccfaa3deabb3c953d9c1849d6a01e22020,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/5d5899f3d0-nou201320130006000dddpdfs.pdf,NOU 2013: 6,2013,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Ny forskning viser at vi kan mangedoble… _ Framtiden i våre hender.pdf,07_Academic_Research_And_Theses,Ny forskning viser at vi kan mangedoble… _ Framtiden i våre hender.pdf,.pdf,11887229,2026-04-20T13:09:50.163Z,cdacc160baf294cfb2487f2f552d3e3db25ae6ed38600cc8dd897421e21f4f67,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/cdacc160ba-ny-forskning-viser-at-vi-kan-mangedoble-framtiden-i-vare-hender.pdf,Ny forskning viser at vi kan mangedoble… | Framtiden i våre hender,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/OrriJohannsson FoodSecurity Final.pdf,07_Academic_Research_And_Theses,OrriJohannsson FoodSecurity Final.pdf,.pdf,1197225,2026-04-20T13:35:48.782Z,b79d544a106acce79c647bf3a94562ebf44d65e8b081b2123cfc26af66c7aa9c,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/b79d544a10-orrijohannsson-foodsecurity-final.pdf,Food_Security_-_Final.pdf,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Paola_Federica_Albizzati_thesis.pdf,07_Academic_Research_And_Theses,Paola_Federica_Albizzati_thesis.pdf,.pdf,9546424,2026-04-20T13:33:06.105Z,56c96072511e98fad988f03554301262c7c0b89f41ddc451d32038bb1328ff6c,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/56c9607251-paola-federica-albizzati-thesis.pdf,Paola Federica Albizzati thesis,,,academic-research,thesis,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/pdf  MARK STEIN  PhD  24  OCT  22.pdf,07_Academic_Research_And_Theses,pdf  MARK STEIN  PhD  24  OCT  22.pdf,.pdf,4719184,2026-04-20T13:35:12.255Z,a42ecc1c4f1d1c9cfaed61fa9a87fb910e42a497262532fe7820c7ef3aae5bf8,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/a42ecc1c4f-pdf-mark-stein-phd-24-oct-22.pdf,"University of Salford, Manchester",,,academic-research,thesis,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/PhD_Thesis_Nina_N_rgaard_S_rensen_print_final.pdf,07_Academic_Research_And_Theses,PhD_Thesis_Nina_N_rgaard_S_rensen_print_final.pdf,.pdf,1871299,2026-04-20T08:19:35.989Z,7a19be6dbec1ec4538df62c9d79c4267a36830043a8e3580e17b186b802f20a0,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/7a19be6dbe-phd-thesis-nina-n-rgaard-s-rensen-print-final.pdf,PhD Thesis Nina N rgaard S rensen print final,,,academic-research,thesis,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Philippe_Schuler.pdf,07_Academic_Research_And_Theses,Philippe_Schuler.pdf,.pdf,27983740,2026-04-20T13:34:37.514Z,24019b4bb722cc7a6d3b50be893223cf3e1a29cd72f32323647c497d89d95342,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/24019b4bb7-philippe-schuler.pdf,Microsoft Word - PHILIPPE SCHULER - FOOD WASTE AND LOSS.docx,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Plantefonden_Handlingsplan_2026.pdf,07_Academic_Research_And_Theses,Plantefonden_Handlingsplan_2026.pdf,.pdf,6564432,2026-04-20T11:43:03.853Z,14f3159fc4b18ef746e18a4ecaf6b1f64356c5dec64331b92ba7fd68dc402166,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/14f3159fc4-plantefonden-handlingsplan-2026.pdf,Plantefonden Handlingsplan 2026,2026,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Politics-you-can-Eat-Sodertalje-Food-Supply-Strategy.pdf,07_Academic_Research_And_Theses,Politics-you-can-Eat-Sodertalje-Food-Supply-Strategy.pdf,.pdf,897504,2026-04-20T13:11:02.757Z,cad8412daf93f97c2bb1da820561e920191971cc617d45232d273d85f0b16098,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/cad8412daf-politics-you-can-eat-sodertalje-food-supply-strategy.pdf,Degree Project in Energy and Environment Izabella Ståhl,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/prp201920200033000dddpdfs.pdf,07_Academic_Research_And_Theses,prp201920200033000dddpdfs.pdf,.pdf,1275639,2026-04-20T11:52:34.478Z,478d318ab45a7ceff41541c5898a4f0940b59c79d75ecf320cfd8203ca9979d7,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/478d318ab4-prp201920200033000dddpdfs.pdf,Prop. 33 L (2019–2020),2019,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/prp202520260004000dddpdfs.pdf,07_Academic_Research_And_Theses,prp202520260004000dddpdfs.pdf,.pdf,269697,2026-04-20T11:52:40.488Z,e7750afc0ce023bd7d41d72df8a512d5e5e41863ac0cbe31082137af4b4ae8ae,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/e7750afc0c-prp202520260004000dddpdfs.pdf,Prop. 4 L (2025–2026),2025,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/rapport_2024-4.pdf,07_Academic_Research_And_Theses,rapport_2024-4.pdf,.pdf,4047132,2026-04-20T11:45:04.451Z,607be501122169bb6c91bb3935ace78a1bf9fbe77febec5d81a8f1faf00af2ce,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/607be50112-rapport-2024-4.pdf,Dagligvaruhandelns etablering i kommunerna. Konkurrensverkets rapport 2024:4.,2024,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/rapport_2024-5.pdf,07_Academic_Research_And_Theses,rapport_2024-5.pdf,.pdf,3247244,2026-04-20T13:41:09.087Z,532ee47fedb706acf753404fde0b09208cfb17965a123efc444261aff1518cc9,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/532ee47fed-rapport-2024-5.pdf,Konkurrensverkets genomlysning av livsmedelsbranschen 2023–2024. Konkurrensverkets rapport 2024:5.,2023,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/rapport-gront-rammeverk-ng-2023.pdf,07_Academic_Research_And_Theses,rapport-gront-rammeverk-ng-2023.pdf,.pdf,1601546,2026-04-20T11:49:51.224Z,deba26a373aeb2b9fb6c9b3ff36eeded1f440aa4f4b30c5adc842cf87df41979,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/deba26a373-rapport-gront-rammeverk-ng-2023.pdf,Grønt rammeverk 2022,2023,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/rapport-gront-rammeverk-ng-2024.pdf,07_Academic_Research_And_Theses,rapport-gront-rammeverk-ng-2024.pdf,.pdf,2108359,2026-04-20T11:49:46.482Z,17c61306885224d765b7895d0d9cc640cc8a5957d3ede9603e73380429a8335b,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/17c6130688-rapport-gront-rammeverk-ng-2024.pdf,Grønt rammeverk 2024,2024,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/rapport-gront-rammeverk-ng-2025.pdf,07_Academic_Research_And_Theses,rapport-gront-rammeverk-ng-2025.pdf,.pdf,1282527,2026-04-20T11:49:40.320Z,555036e080918a52d04d1f89f71c0f1d48fb4cb333fa019f2a6744785476b30b,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/555036e080-rapport-gront-rammeverk-ng-2025.pdf,Grønt rammeverk 2024,2025,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/SLU Future Food _ slu.se.pdf,07_Academic_Research_And_Theses,SLU Future Food _ slu.se.pdf,.pdf,1551615,2026-04-20T13:46:24.838Z,7a7f915a41abce328840cc5584bfc134a10b87a874e3c510ca02edaa25266b7c,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/7a7f915a41-slu-future-food-slu-se.pdf,SLU Future Food | slu.se,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/SRC_Report Nordic Food Systems_ June 2019 adapted.pdf,07_Academic_Research_And_Theses,SRC_Report Nordic Food Systems_ June 2019 adapted.pdf,.pdf,7080125,2026-04-20T13:46:55.689Z,dc5f1fd3d327075775a431f5aacdf2e64909853f7a8e79540a0a673ec0e83454,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/dc5f1fd3d3-src-report-nordic-food-systems-june-2019-adapted.pdf,Stockholm Resilience Centre Report March 2019,2019,nordic,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/stm202420250004000dddpdfs.pdf,07_Academic_Research_And_Theses,stm202420250004000dddpdfs.pdf,.pdf,2759224,2026-04-20T11:50:07.192Z,7bcf401938783d418322141dcdc98cefa3bc708720d4c0e0cd59fa168bb03054,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/7bcf401938-stm202420250004000dddpdfs.pdf,Meld. St. 4 (2024–2025),2024,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/stm202420250025000dddpdfs.pdf,07_Academic_Research_And_Theses,stm202420250025000dddpdfs.pdf,.pdf,14046161,2026-04-20T11:52:19.413Z,bed97de0811a70ae49cb3d5721f74cd22e464802f8b47d55f487a3db35cf41a4,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/bed97de081-stm202420250025000dddpdfs.pdf,Meld. St. 25 (2024–2025),2024,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/sturen-f-230831.pdf,07_Academic_Research_And_Theses,sturen-f-230831.pdf,.pdf,2367196,2026-04-20T13:37:51.374Z,db6c2ae57423187072b09c9133ac43b7dcd2662600ba0177dea39cc7e4d3029f,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/db6c2ae574-sturen-f-230831.pdf,sturen f 230831,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/sundin-n-20240612.pdf,07_Academic_Research_And_Theses,sundin-n-20240612.pdf,.pdf,9185382,2026-04-20T13:34:02.728Z,03b5512ff47dcd3a7351f4d20433ad9cf5f8901a54e018b5b48a9917572f9a07,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/03b5512ff4-sundin-n-20240612.pdf,sundin n 20240612,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Sundqvist_Henna_Accessible_Summary_03_05_2025.pdf,07_Academic_Research_And_Theses,Sundqvist_Henna_Accessible_Summary_03_05_2025.pdf,.pdf,1389622,2026-04-20T13:20:12.498Z,f3a699aee7673b211ff276e684ba2ffb4565cab5477d1d6ee6e416b112a4a027,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/f3a699aee7-sundqvist-henna-accessible-summary-03-05-2025.pdf,Navigating a Transformative Governance Maze,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Susanne_Helen_Gangstøe_Masteroppgave.pdf,07_Academic_Research_And_Theses,Susanne_Helen_Gangstøe_Masteroppgave.pdf,.pdf,659218,2026-04-20T08:20:14.509Z,b72466e769a6555af61e7d58b6073c6ffb1973d15ad9595d49a7d2a6f9d07e43,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/b72466e769-susanne-helen-gangst-e-masteroppgave.pdf,Susanne Helen Gangstøe Masteroppgave,,,academic-research,thesis,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/SUSFOOD STRATEGIC SCENE review report 2018-final.pdf,07_Academic_Research_And_Theses,SUSFOOD STRATEGIC SCENE review report 2018-final.pdf,.pdf,5635002,2026-04-20T12:38:22.475Z,ff51f35c229cfa7bcc39489fdfc4dafa0fac26a4bba2c3db1a269c2f00d7606a,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/ff51f35c22-susfood-strategic-scene-review-report-2018-final.pdf,SUSFOOD STRATEGIC SCENE review report 2018 final,2018,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00459.pdf,07_Academic_Research_And_Theses,sustainability-18-00459.pdf,.pdf,398835,2026-04-20T13:01:09.440Z,05349d686802a665241da2c6515cbd7cb1b88ae6a2ebffaa6dfd324b148bb198,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/05349d6868-sustainability-18-00459.pdf,"Green Consumption Value, Attitude Toward Food, and Brand Evangelism for Farm-to-Table Foods in the Context of Green Food Tourism",,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00475-v2.pdf,07_Academic_Research_And_Theses,sustainability-18-00475-v2.pdf,.pdf,734555,2026-04-20T13:01:07.157Z,41ce2f9c4c790e56bd01b1db54155a28b5d97acafdd16c2c1d86a3f54fe664d4,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/41ce2f9c4c-sustainability-18-00475-v2.pdf,Upcycled Apple Pomace as an Innovative Ingredient in High-Moisture Meat Analogs: Sustainable Valorization for Food Production,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00495-v3.pdf,07_Academic_Research_And_Theses,sustainability-18-00495-v3.pdf,.pdf,783757,2026-04-20T13:01:05.086Z,95b50c7728046d968d3b687d4d31d8d5abe9872d12776c23b619f7ce6c578d4c,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/95b50c7728-sustainability-18-00495-v3.pdf,From Pixels to Plates: Exploring AI Stimuli and Digital Engagement in Reducing Food Waste Behavior in Lithuania Among Generation Z and Y,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00530-v3.pdf,07_Academic_Research_And_Theses,sustainability-18-00530-v3.pdf,.pdf,1484182,2026-04-20T13:01:03.067Z,9e0b6a966942a35466150fd4c60821cbc0f2b0be1b775f64b77d0a50b13c2cfa,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/9e0b6a9669-sustainability-18-00530-v3.pdf,"Innovative Preservation Technologies and Supply Chain Optimization for Reducing Meat Loss and Waste: Current Advances, Challenges, and Future Perspectives",,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00543-v2.pdf,07_Academic_Research_And_Theses,sustainability-18-00543-v2.pdf,.pdf,3173252,2026-04-20T13:01:00.370Z,eed83154c045aac32d9e23ae00872c56cc768bf48d2309b61286d4a2a7d99c5c,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/eed83154c0-sustainability-18-00543-v2.pdf,"Bread and Bakery Products: Cultural Importance, Consumption, Purchase Patterns, and Household Waste During Ramadanin Constantine, Algeria",,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00545.pdf,07_Academic_Research_And_Theses,sustainability-18-00545.pdf,.pdf,2403803,2026-04-20T13:00:58.692Z,8deea1532a513d2217acee67c286aaaf219d151a97f83de5d0e835e87ff99a7c,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/8deea1532a-sustainability-18-00545.pdf,Intangible Capital and Sustainable Development: A Nonparametric Dynamic Analysis,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00546.pdf,07_Academic_Research_And_Theses,sustainability-18-00546.pdf,.pdf,878205,2026-04-20T13:00:54.805Z,a315849f9ded66c400b891c6716fdf9da12b75924663c4156c3c28266d2a8689,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/a315849f9d-sustainability-18-00546.pdf,Research on the Impact of Command-and-Control Environmental Regulations on Green Innovation of Agricultural-Related Enterprises,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00548.pdf,07_Academic_Research_And_Theses,sustainability-18-00548.pdf,.pdf,3023281,2026-04-20T13:00:53.348Z,862c19d4a109696df678ffd5961962f0a9842d7451c9499f2c9e016ffe369ed8,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/862c19d4a1-sustainability-18-00548.pdf,Enhancing Microbial Biodegradation of PPCPs in Wastewater via Natural Self-Purification in a Novel Constructed Wetland System,,,academic-research,report,pending,review,,,,,,,
