source_path,import_file_path,source_top_folder,filename,current_title,analysis_title,analysis_title_source,remediation_suggested_title,proposed_doc_type,typed_layer_candidate,recommended_target,confidence,reason,primary_signals,caution_flags,score_source_doc,score_report,score_thesis,review_status,action,notes
Food Research Process 20.04.26/07_Academic_Research_And_Theses/pdf  MARK STEIN  PhD  24  OCT  22.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/a42ecc1c4f-pdf-mark-stein-phd-24-oct-22.pdf,07_Academic_Research_And_Theses,pdf  MARK STEIN  PhD  24  OCT  22.pdf,"University of Salford, Manchester","University of Salford, Manchester",import_summary,,thesis,thesis-or-report,Thesis,high,Explicit thesis signals lead this recommendation: title/filename matches a phd or doctoral thesis pattern; review metadata proposed doc_type=thesis; review metadata typed_layer_candidate=thesis-or-report.,title/filename matches a phd or doctoral thesis pattern | review metadata proposed doc_type=thesis | review metadata typed_layer_candidate=thesis-or-report,,2,1,18,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/PhD_Thesis_Nina_N_rgaard_S_rensen_print_final.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/7a19be6dbe-phd-thesis-nina-n-rgaard-s-rensen-print-final.pdf,07_Academic_Research_And_Theses,PhD_Thesis_Nina_N_rgaard_S_rensen_print_final.pdf,PhD Thesis Nina N rgaard S rensen print final,PhD Thesis Nina N rgaard S rensen print final,import_summary,Organic food conversion in Danish public kitchens The effects of the Danish Organic Action Plan 2020 on organic public procurement and wellbeing at work,thesis,thesis-or-report,Thesis,high,Explicit thesis signals lead this recommendation: title/filename matches a phd or doctoral thesis pattern; review metadata proposed doc_type=thesis; review metadata typed_layer_candidate=thesis-or-report. Caution: title-remediation weak-title flags: artifact_label; unapplied title-remediation suggestion exists but was not used for classification.,title/filename matches a phd or doctoral thesis pattern | review metadata proposed doc_type=thesis | review metadata typed_layer_candidate=thesis-or-report,title-remediation weak-title flags: artifact_label | unapplied title-remediation suggestion exists but was not used for classification,2,1,18,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Philippe_Schuler.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/24019b4bb7-philippe-schuler.pdf,07_Academic_Research_And_Theses,Philippe_Schuler.pdf,Microsoft Word - PHILIPPE SCHULER - FOOD WASTE AND LOSS.docx,Microsoft Word - PHILIPPE SCHULER - FOOD WASTE AND LOSS.docx,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: title is formatted like a web or page capture; academic folder defaults to source material unless thesis/report is explicit. Caution: current imported title still looks like a word-export artifact.,title is formatted like a web or page capture | academic folder defaults to source material unless thesis/report is explicit,current imported title still looks like a word-export artifact,6,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Plantefonden_Handlingsplan_2026.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/14f3159fc4-plantefonden-handlingsplan-2026.pdf,07_Academic_Research_And_Theses,Plantefonden_Handlingsplan_2026.pdf,Plantefonden Handlingsplan 2026,Plantefonden Handlingsplan 2026,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,7,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Politics-you-can-Eat-Sodertalje-Food-Supply-Strategy.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/cad8412daf-politics-you-can-eat-sodertalje-food-supply-strategy.pdf,07_Academic_Research_And_Theses,Politics-you-can-Eat-Sodertalje-Food-Supply-Strategy.pdf,Degree Project in Energy and Environment Izabella Ståhl,Degree Project in Energy and Environment Izabella Ståhl,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/prp201920200033000dddpdfs.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/478d318ab4-prp201920200033000dddpdfs.pdf,07_Academic_Research_And_Theses,prp201920200033000dddpdfs.pdf,Prop. 33 L (2019–2020),Prop. 33 L (2019–2020),import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/prp202520260004000dddpdfs.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/e7750afc0c-prp202520260004000dddpdfs.pdf,07_Academic_Research_And_Theses,prp202520260004000dddpdfs.pdf,Prop. 4 L (2025–2026),Prop. 4 L (2025–2026),import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/rapport_2024-4.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/607be50112-rapport-2024-4.pdf,07_Academic_Research_And_Theses,rapport_2024-4.pdf,Dagligvaruhandelns etablering i kommunerna. Konkurrensverkets rapport 2024:4.,Dagligvaruhandelns etablering i kommunerna. Konkurrensverkets rapport 2024:4.,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,7,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/rapport_2024-5.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/532ee47fed-rapport-2024-5.pdf,07_Academic_Research_And_Theses,rapport_2024-5.pdf,Konkurrensverkets genomlysning av livsmedelsbranschen 2023–2024. Konkurrensverkets rapport 2024:5.,Konkurrensverkets genomlysning av livsmedelsbranschen 2023–2024. Konkurrensverkets rapport 2024:5.,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,7,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/rapport-gront-rammeverk-ng-2023.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/deba26a373-rapport-gront-rammeverk-ng-2023.pdf,07_Academic_Research_And_Theses,rapport-gront-rammeverk-ng-2023.pdf,Grønt rammeverk 2022,Grønt rammeverk 2022,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,7,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/rapport-gront-rammeverk-ng-2024.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/17c6130688-rapport-gront-rammeverk-ng-2024.pdf,07_Academic_Research_And_Theses,rapport-gront-rammeverk-ng-2024.pdf,Grønt rammeverk 2024,Grønt rammeverk 2024,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,7,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/rapport-gront-rammeverk-ng-2025.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/555036e080-rapport-gront-rammeverk-ng-2025.pdf,07_Academic_Research_And_Theses,rapport-gront-rammeverk-ng-2025.pdf,Grønt rammeverk 2024,Grønt rammeverk 2024,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,7,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/SLU Future Food _ slu.se.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/7a7f915a41-slu-future-food-slu-se.pdf,07_Academic_Research_And_Theses,SLU Future Food _ slu.se.pdf,SLU Future Food | slu.se,SLU Future Food | slu.se,import_summary,,report,thesis-or-report,SourceDoc,high,Source-material signals lead this recommendation: title/filename references SLU; title is formatted like a web or page capture; academic folder defaults to source material unless thesis/report is explicit.,title/filename references SLU | title is formatted like a web or page capture | academic folder defaults to source material unless thesis/report is explicit,,16,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/SRC_Report Nordic Food Systems_ June 2019 adapted.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/dc5f1fd3d3-src-report-nordic-food-systems-june-2019-adapted.pdf,07_Academic_Research_And_Theses,SRC_Report Nordic Food Systems_ June 2019 adapted.pdf,Stockholm Resilience Centre Report March 2019,Stockholm Resilience Centre Report March 2019,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: title/filename references Stockholm Resilience Centre; academic folder defaults to source material unless thesis/report is explicit.,title/filename references Stockholm Resilience Centre | academic folder defaults to source material unless thesis/report is explicit,,12,7,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/stm202420250004000dddpdfs.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/7bcf401938-stm202420250004000dddpdfs.pdf,07_Academic_Research_And_Theses,stm202420250004000dddpdfs.pdf,Meld. St. 4 (2024–2025),Meld. St. 4 (2024–2025),import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/stm202420250025000dddpdfs.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/bed97de081-stm202420250025000dddpdfs.pdf,07_Academic_Research_And_Theses,stm202420250025000dddpdfs.pdf,Meld. St. 25 (2024–2025),Meld. St. 25 (2024–2025),import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/sturen-f-230831.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/db6c2ae574-sturen-f-230831.pdf,07_Academic_Research_And_Theses,sturen-f-230831.pdf,sturen f 230831,sturen f 230831,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/sundin-n-20240612.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/03b5512ff4-sundin-n-20240612.pdf,07_Academic_Research_And_Theses,sundin-n-20240612.pdf,sundin n 20240612,sundin n 20240612,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Sundqvist_Henna_Accessible_Summary_03_05_2025.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/f3a699aee7-sundqvist-henna-accessible-summary-03-05-2025.pdf,07_Academic_Research_And_Theses,Sundqvist_Henna_Accessible_Summary_03_05_2025.pdf,Navigating a Transformative Governance Maze,Navigating a Transformative Governance Maze,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Susanne_Helen_Gangstøe_Masteroppgave.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/b72466e769-susanne-helen-gangst-e-masteroppgave.pdf,07_Academic_Research_And_Theses,Susanne_Helen_Gangstøe_Masteroppgave.pdf,Susanne Helen Gangstøe Masteroppgave,Susanne Helen Gangstøe Masteroppgave,import_summary,,thesis,thesis-or-report,Thesis,high,Explicit thesis signals lead this recommendation: title/filename contains masteroppgave language; review metadata proposed doc_type=thesis; review metadata typed_layer_candidate=thesis-or-report.,title/filename contains masteroppgave language | review metadata proposed doc_type=thesis | review metadata typed_layer_candidate=thesis-or-report,,2,1,18,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/SUSFOOD STRATEGIC SCENE review report 2018-final.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/ff51f35c22-susfood-strategic-scene-review-report-2018-final.pdf,07_Academic_Research_And_Theses,SUSFOOD STRATEGIC SCENE review report 2018-final.pdf,SUSFOOD STRATEGIC SCENE review report 2018 final,SUSFOOD STRATEGIC SCENE review report 2018 final,import_summary,Susfood Strategic Scene Review Report 2018 a H2020 Era-net Cofund on Sustainable Food Production and Consumption,report,thesis-or-report,Report,medium,Report-oriented signals lead this recommendation: title/filename uses report language; title/filename uses review report language; review metadata proposed doc_type=report. Caution: title-remediation weak-title flags: artifact_label; unapplied title-remediation suggestion exists but was not used for classification.,title/filename uses report language | title/filename uses review report language | review metadata proposed doc_type=report | review metadata typed_layer_candidate=thesis-or-report,title-remediation weak-title flags: artifact_label | unapplied title-remediation suggestion exists but was not used for classification,2,11,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00459.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/05349d6868-sustainability-18-00459.pdf,07_Academic_Research_And_Theses,sustainability-18-00459.pdf,"Green Consumption Value, Attitude Toward Food, and Brand Evangelism for Farm-to-Table Foods in the Context of Green Food Tourism","Green Consumption Value, Attitude Toward Food, and Brand Evangelism for Farm-to-Table Foods in the Context of Green Food Tourism",import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00475-v2.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/41ce2f9c4c-sustainability-18-00475-v2.pdf,07_Academic_Research_And_Theses,sustainability-18-00475-v2.pdf,Upcycled Apple Pomace as an Innovative Ingredient in High-Moisture Meat Analogs: Sustainable Valorization for Food Production,Upcycled Apple Pomace as an Innovative Ingredient in High-Moisture Meat Analogs: Sustainable Valorization for Food Production,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00495-v3.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/95b50c7728-sustainability-18-00495-v3.pdf,07_Academic_Research_And_Theses,sustainability-18-00495-v3.pdf,From Pixels to Plates: Exploring AI Stimuli and Digital Engagement in Reducing Food Waste Behavior in Lithuania Among Generation Z and Y,From Pixels to Plates: Exploring AI Stimuli and Digital Engagement in Reducing Food Waste Behavior in Lithuania Among Generation Z and Y,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00530-v3.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/9e0b6a9669-sustainability-18-00530-v3.pdf,07_Academic_Research_And_Theses,sustainability-18-00530-v3.pdf,"Innovative Preservation Technologies and Supply Chain Optimization for Reducing Meat Loss and Waste: Current Advances, Challenges, and Future Perspectives","Innovative Preservation Technologies and Supply Chain Optimization for Reducing Meat Loss and Waste: Current Advances, Challenges, and Future Perspectives",import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
